inventory_key,rental_key,rental_date_key,remaining,Total_Rental_Amount
1018,6632,,4576,12.950000000000001
1018,10786,,4576,12.950000000000001
1018,15112,,4576,12.950000000000001
1019,1432,,4576,5.95
1019,2881,,4576,5.95
1019,9885,,4576,5.95
1019,14360,,4576,5.95
1019,15094,,4576,5.95
1020,76,,4576,12.95
1020,3080,,4576,12.95
1020,8523,,4576,12.95
1020,10423,,4576,12.95
1020,15451,,4576,12.95
1021,1805,,4577,11.96
1021,2837,,4577,11.96
1021,8611,,4577,11.96
1021,11172,,4577,11.96
1022,9680,,4579,10.98
1022,14013,,4579,10.98
1023,1112,,4577,19.96
1023,2893,,4577,19.96
1023,8541,,4577,19.96
1023,13255,,4577,19.96
1024,1979,,4576,29.950000000000003
1024,3334,,4576,29.950000000000003
1024,9772,,4576,29.950000000000003
1024,14374,,4576,29.950000000000003
1024,15749,,4576,29.950000000000003
1025,2155,,4577,22.96
1025,7327,,4577,22.96
1025,13940,,4577,22.96
1025,15942,,4577,22.96
1026,1870,,4576,14.950000000000001
1026,3716,,4576,14.950000000000001
1026,10092,,4576,14.950000000000001
1026,12681,,4576,14.950000000000001
1026,15369,,4576,14.950000000000001
1027,1320,,4577,12.96
1027,3547,,4577,12.96
1027,6217,,4577,12.96
1027,12366,,4577,12.96
1028,9350,,4579,7.98
1028,11699,,4579,7.98
1029,4796,,4578,10.97
1029,10075,,4578,10.97
1029,10358,,4578,10.97
1030,8344,,4579,8.98
1030,14627,,4579,8.98
1031,9300,,4579,6.98
1031,11994,,4579,6.98
1032,1876,,4577,13.96
1032,3617,,4577,13.96
1032,10044,,4577,13.96
1032,13844,,4577,13.96
1033,6997,,4579,5.98
1033,10170,,4579,5.98
1034,8149,,4579,6.98
1034,11263,,4579,6.98
1035,3937,,4578,8.97
1035,9594,,4578,8.97
1035,13616,,4578,8.97
1036,9443,,4579,5.98
1036,11285,,4579,5.98
1037,8447,,4579,7.98
1037,13277,,4579,7.98
1038,308,,4577,13.96
1038,4563,,4577,13.96
1038,7562,,4577,13.96
1038,12363,,4577,13.96
1039,10089,,4579,7.98
1039,10455,,4579,7.98
1040,3698,,4576,19.950000000000003
1040,9893,,4576,19.950000000000003
1040,10398,,4576,19.950000000000003
1040,14943,,4576,19.950000000000003
1040,16043,,4576,19.950000000000003
1041,5026,,4578,3.9699999999999998
1041,9277,,4578,3.9699999999999998
1041,12969,,4578,3.9699999999999998
1042,559,,4577,11.96
1042,5080,,4577,11.96
1042,8953,,4577,11.96
1042,11556,,4577,11.96
1043,433,,4576,16.95
1043,3888,,4576,16.95
1043,6430,,4576,16.95
1043,11543,,4576,16.95
1043,14808,,4576,16.95
1044,8543,,4579,2.98
1044,11372,,4579,2.98
1045,10031,,4579,1.98
1045,12760,,4579,1.98
1046,2450,,4578,3.9699999999999998
1046,8932,,4578,3.9699999999999998
1046,11693,,4578,3.9699999999999998
1047,4214,,4578,8.97
1047,7545,,4578,8.97
1047,10305,,4578,8.97
1048,560,,4577,11.96
1048,4847,,4577,11.96
1048,8505,,4577,11.96
1048,12202,,4577,11.96
1049,4413,,4576,20.950000000000003
1049,8512,,4576,20.950000000000003
1049,10745,,4576,20.950000000000003
1049,15796,,4576,20.950000000000003
1049,15871,,4576,20.950000000000003
1050,8486,,4579,5.98
1050,13804,,4579,5.98
1051,7153,,4579,5.98
1051,12977,,4579,5.98
1052,703,,4576,18.950000000000003
1052,5136,,4576,18.950000000000003
1052,8098,,4576,18.950000000000003
1052,10166,,4576,18.950000000000003
1052,14820,,4576,18.950000000000003
1053,4962,,4576,16.950000000000003
1053,9366,,4576,16.950000000000003
1053,11181,,4576,16.950000000000003
1053,15635,,4576,16.950000000000003
1053,15983,,4576,16.950000000000003
1054,1579,,4577,11.96
1054,2951,,4577,11.96
1054,7181,,4577,11.96
1054,11974,,4577,11.96
1055,1517,,4577,11.96
1055,4286,,4577,11.96
1055,8882,,4577,11.96
1055,12490,,4577,11.96
1056,120,,4577,15.96
1056,3419,,4577,15.96
1056,6271,,4577,15.96
1056,11884,,4577,15.96
1057,1021,,4577,11.96
1057,5182,,4577,11.96
1057,5786,,4577,11.96
1057,11454,,4577,11.96
1058,7095,,4579,5.98
1058,11159,,4579,5.98
1059,3424,,4578,9.97
1059,9148,,4578,9.97
1059,10758,,4578,9.97
1060,2646,,4577,18.96
1060,6872,,4577,18.96
1060,14183,,4577,18.96
1060,15880,,4577,18.96
1061,3066,,4577,21.96
1061,6706,,4577,21.96
1061,10506,,4577,21.96
1061,15867,,4577,21.96
1062,595,,4577,12.96
1062,5069,,4577,12.96
1062,6331,,4577,12.96
1062,11149,,4577,12.96
1063,2262,,4578,10.97
1063,10026,,4578,10.97
1063,11601,,4578,10.97
1064,7355,,4579,8.98
1064,13704,,4579,8.98
1065,278,,4576,24.950000000000003
1065,2757,,4576,24.950000000000003
1065,6219,,4576,24.950000000000003
1065,11340,,4576,24.950000000000003
1065,15794,,4576,24.950000000000003
1066,2027,,4576,26.950000000000003
1066,5242,,4576,26.950000000000003
1066,8291,,4576,26.950000000000003
1066,12631,,4576,26.950000000000003
1066,15455,,4576,26.950000000000003
1067,7759,,4579,7.98
1067,12270,,4579,7.98
1068,750,,4576,27.950000000000003
1068,4779,,4576,27.950000000000003
1068,7289,,4576,27.950000000000003
1068,12689,,4576,27.950000000000003
1068,15462,,4576,27.950000000000003
1069,444,,4576,27.950000000000003
1069,4939,,4576,27.950000000000003
1069,7931,,4576,27.950000000000003
1069,12727,,4576,27.950000000000003
1069,14863,,4576,27.950000000000003
1070,463,,4577,27.96
1070,3627,,4577,27.96
1070,7167,,4577,27.96
1070,14220,,4577,27.96
1071,6357,,4579,15.98
1071,11821,,4579,15.98
1072,1540,,4577,19.96
1072,4493,,4577,19.96
1072,7953,,4577,19.96
1072,12019,,4577,19.96
1073,9082,,4579,10.98
1073,10464,,4579,10.98
1074,4440,,4577,23.96
1074,6794,,4577,23.96
1074,12067,,4577,23.96
1074,15995,,4577,23.96
1075,1565,,4577,23.96
1075,3710,,4577,23.96
1075,6342,,4577,23.96
1075,10661,,4577,23.96
1076,2086,,4576,15.950000000000001
1076,4797,,4576,15.950000000000001
1076,9513,,4576,15.950000000000001
1076,13460,,4576,15.950000000000001
1076,15105,,4576,15.950000000000001
1077,5670,,4579,7.98
1077,13039,,4579,7.98
1078,8212,,4579,6.98
1078,11357,,4579,6.98
1079,2360,,4578,10.97
1079,6756,,4578,10.97
1079,13846,,4578,10.97
1080,142,,4577,7.960000000000001
1080,4553,,4577,7.960000000000001
1080,5754,,4577,7.960000000000001
1080,12636,,4577,7.960000000000001
1081,8084,,4579,6.98
1081,12302,,4579,6.98
1082,2007,,4576,9.95
1082,3921,,4576,9.95
1082,6883,,4576,9.95
1082,13332,,4576,9.95
1082,14997,,4576,9.95
1083,907,,4576,15.950000000000001
1083,4224,,4576,15.950000000000001
1083,7026,,4576,15.950000000000001
1083,12454,,4576,15.950000000000001
1083,14848,,4576,15.950000000000001
1084,854,,4576,18.95
1084,3163,,4576,18.95
1084,8292,,4576,18.95
1084,10488,,4576,18.95
1084,14929,,4576,18.95
1085,1549,,4576,15.950000000000001
1085,5022,,4576,15.950000000000001
1085,7396,,4576,15.950000000000001
1085,10844,,4576,15.950000000000001
1085,15243,,4576,15.950000000000001
1086,1559,,4577,11.96
1086,2280,,4577,11.96
1086,7980,,4577,11.96
1086,13430,,4577,11.96
1087,7829,,4579,10.98
1087,13930,,4579,10.98
1088,9703,,4579,10.98
1088,10746,,4579,10.98
1089,1925,,4576,39.95
1089,4870,,4576,39.95
1089,8311,,4576,39.95
1089,12963,,4576,39.95
1089,15019,,4576,39.95
1090,636,,4577,22.96
1090,4735,,4577,22.96
1090,8987,,4577,22.96
1090,10707,,4577,22.96
1091,3915,,4578,14.97
1091,6493,,4578,14.97
1091,11984,,4578,14.97
1092,2400,,4578,21.97
1092,9963,,4578,21.97
1092,14661,,4578,21.97
1093,9267,,4579,12.98
1093,11370,,4579,12.98
1094,5510,,4578,16.97
1094,7432,,4578,16.97
1094,11408,,4578,16.97
1095,189,,4576,32.95
1095,2217,,4576,32.95
1095,8854,,4576,32.95
1095,14592,,4576,32.95
1095,15597,,4576,32.95
1096,2853,,4576,31.950000000000003
1096,9842,,4576,31.950000000000003
1096,11055,,4576,31.950000000000003
1096,15006,,4576,31.950000000000003
1096,15904,,4576,31.950000000000003
1097,10080,,4579,12.98
1097,10252,,4579,12.98
1098,344,,4576,34.95
1098,2205,,4576,34.95
1098,8853,,4576,34.95
1098,10355,,4576,34.95
1098,15510,,4576,34.95
1099,3481,,4578,17.97
1099,9882,,4578,17.97
1099,10539,,4578,17.97
1100,1710,,4577,28.96
1100,3837,,4577,28.96
1100,9878,,4577,28.96
1100,11906,,4577,28.96
1101,1493,,4576,14.950000000000001
1101,2341,,4576,14.950000000000001
1101,9193,,4576,14.950000000000001
1101,14101,,4576,14.950000000000001
1101,15496,,4576,14.950000000000001
1102,404,,4576,20.950000000000003
1102,3608,,4576,20.950000000000003
1102,7693,,4576,20.950000000000003
1102,12478,,4576,20.950000000000003
1102,15124,,4576,20.950000000000003
1103,5607,,4579,7.98
1103,11815,,4579,7.98
1104,1223,,4577,7.960000000000001
1104,3186,,4577,7.960000000000001
1104,8249,,4577,7.960000000000001
1104,12066,,4577,7.960000000000001
1105,9778,,4579,6.98
1105,10683,,4579,6.98
1106,2661,,4578,7.970000000000001
1106,7582,,4578,7.970000000000001
1106,10176,,4578,7.970000000000001
1107,4638,,4577,7.96
1107,6454,,4577,7.96
1107,10596,,4577,7.96
1107,15885,,4577,7.96
1108,9867,,4579,9.98
1108,11434,,4579,9.98
1109,4803,,4578,14.97
1109,6328,,4578,14.97
1109,10346,,4578,14.97
1110,1971,,4576,32.95
1110,2571,,4576,32.95
1110,7453,,4576,32.95
1110,12756,,4576,32.95
1110,15002,,4576,32.95
1111,5606,,4579,2.98
1111,14550,,4579,2.98
1112,388,,4576,14.950000000000001
1112,5423,,4576,14.950000000000001
1112,7317,,4576,14.950000000000001
1112,13249,,4576,14.950000000000001
1112,15229,,4576,14.950000000000001
1113,5574,,4578,8.97
1113,8803,,4578,8.97
1113,14574,,4578,8.97
1114,2933,,4578,8.97
1114,10064,,4578,8.97
1114,10882,,4578,8.97
1115,1719,,4576,16.95
1115,3302,,4576,16.95
1115,9966,,4576,16.95
1115,12339,,4576,16.95
1115,15419,,4576,16.95
1116,8727,,4579,8.98
1116,11470,,4579,8.98
1117,1920,,4576,22.950000000000003
1117,4390,,4576,22.950000000000003
1117,6811,,4576,22.950000000000003
1117,12329,,4576,22.950000000000003
1117,15592,,4576,22.950000000000003
1118,2109,,4576,26.950000000000003
1118,2860,,4576,26.950000000000003
1118,9683,,4576,26.950000000000003
1118,11130,,4576,26.950000000000003
1118,15130,,4576,26.950000000000003
1119,6820,,4579,9.98
1119,14070,,4579,9.98
1120,505,,4577,3.96
1120,3871,,4577,3.96
1120,9138,,4577,3.96
1120,12579,,4577,3.96
1121,1788,,4576,6.95
1121,5571,,4576,6.95
1121,8007,,4576,6.95
1121,14645,,4576,6.95
1121,15268,,4576,6.95
1122,661,,4576,4.95
1122,4211,,4576,4.95
1122,8038,,4576,4.95
1122,10880,,4576,4.95
1122,15401,,4576,4.95
1123,5147,,4578,3.9699999999999998
1123,10012,,4578,3.9699999999999998
1123,13340,,4578,3.9699999999999998
1124,8950,,4579,1.98
1124,10821,,4579,1.98
1125,9869,,4579,2.98
1125,12628,,4579,2.98
1126,5063,,4578,9.97
1126,5632,,4578,9.97
1126,10587,,4578,9.97
1127,7634,,4579,2.98
1127,14581,,4579,2.98
1128,2313,,4578,8.97
1128,9011,,4578,8.97
1128,11480,,4578,8.97
1129,4221,,4578,5.970000000000001
1129,9385,,4578,5.970000000000001
1129,14019,,4578,5.970000000000001
1130,3,,4576,26.950000000000003
1130,4837,,4576,26.950000000000003
1130,8842,,4576,26.950000000000003
1130,13448,,4576,26.950000000000003
1130,14928,,4576,26.950000000000003
1131,8110,,4579,9.98
1131,11157,,4579,9.98
1132,534,,4576,26.950000000000003
1132,2278,,4576,26.950000000000003
1132,6643,,4576,26.950000000000003
1132,12382,,4576,26.950000000000003
1132,15843,,4576,26.950000000000003
1133,8095,,4579,15.98
1133,12489,,4579,15.98
1134,165,,4577,23.96
1134,2510,,4577,23.96
1134,5702,,4577,23.96
1134,11275,,4577,23.96
1135,8134,,4579,10.98
1135,10460,,4579,10.98
1136,858,,4576,22.950000000000003
1136,5206,,4576,22.950000000000003
1136,8498,,4576,22.950000000000003
1136,13005,,4576,22.950000000000003
1136,15809,,4576,22.950000000000003
1137,2734,,4577,12.96
1137,7504,,4577,12.96
1137,12383,,4577,12.96
1137,15896,,4577,12.96
1138,622,,4576,16.950000000000003
1138,3258,,4576,16.950000000000003
1138,8129,,4576,16.950000000000003
1138,13502,,4576,16.950000000000003
1138,14754,,4576,16.950000000000003
1139,7529,,4579,5.98
1139,12551,,4579,5.98
1140,162,,4577,11.96
1140,2899,,4577,11.96
1140,8284,,4577,11.96
1140,10714,,4577,11.96
1141,4162,,4578,15.97
1141,6984,,4578,15.97
1141,10448,,4578,15.97
1142,5005,,4578,19.97
1142,7384,,4578,19.97
1142,10203,,4578,19.97
1143,1755,,4576,28.950000000000003
1143,4140,,4576,28.950000000000003
1143,6150,,4576,28.950000000000003
1143,14156,,4576,28.950000000000003
1143,15319,,4576,28.950000000000003
1144,929,,4577,23.96
1144,5502,,4577,23.96
1144,5619,,4577,23.96
1144,11637,,4577,23.96
1145,2100,,4576,26.950000000000003
1145,3508,,4576,26.950000000000003
1145,6275,,4576,26.950000000000003
1145,12407,,4576,26.950000000000003
1145,15447,,4576,26.950000000000003
1146,3293,,4577,25.96
1146,5884,,4577,25.96
1146,12408,,4577,25.96
1146,15950,,4577,25.96
1147,2489,,4578,8.97
1147,6846,,4578,8.97
1147,11333,,4578,8.97
1148,9828,,4579,9.98
1148,13858,,4579,9.98
1149,1864,,4576,19.950000000000003
1149,3483,,4576,19.950000000000003
1149,9081,,4576,19.950000000000003
1149,12895,,4576,19.950000000000003
1149,15372,,4576,19.950000000000003
1150,4283,,4578,9.97
1150,10016,,4578,9.97
1150,10618,,4578,9.97
1151,458,,4576,20.950000000000003
1151,3145,,4576,20.950000000000003
1151,5882,,4576,20.950000000000003
1151,10829,,4576,20.950000000000003
1151,15120,,4576,20.950000000000003
1152,6043,,4579,11.98
1152,13974,,4579,11.98
1153,4921,,4577,21.96
1153,7754,,4577,21.96
1153,13408,,4577,21.96
1153,16027,,4577,21.96
1154,10047,,4579,12.98
1154,12143,,4579,12.98
1155,1880,,4576,27.950000000000003
1155,3340,,4576,27.950000000000003
1155,7984,,4576,27.950000000000003
1155,13402,,4576,27.950000000000003
1155,15057,,4576,27.950000000000003
1156,3521,,4578,15.97
1156,9639,,4578,15.97
1156,11391,,4578,15.97
1157,791,,4576,24.950000000000003
1157,2825,,4576,24.950000000000003
1157,6245,,4576,24.950000000000003
1157,12644,,4576,24.950000000000003
1157,15625,,4576,24.950000000000003
1158,5739,,4579,9.98
1158,13714,,4579,9.98
1159,974,,4576,28.950000000000003
1159,3204,,4576,28.950000000000003
1159,7210,,4576,28.950000000000003
1159,13248,,4576,28.950000000000003
1159,14962,,4576,28.950000000000003
1160,8209,,4579,9.98
1160,13060,,4579,9.98
1161,421,,4576,17.95
1161,5440,,4576,17.95
1161,5956,,4576,17.95
1161,10823,,4576,17.95
1161,14765,,4576,17.95
1162,7171,,4579,3.9800000000000004
1162,11314,,4579,3.9800000000000004
1163,1325,,4577,16.96
1163,4447,,4577,16.96
1163,7155,,4577,16.96
1163,12966,,4577,16.96
1164,9358,,4579,1.98
1164,12553,,4579,1.98
1165,931,,4577,4.96
1165,4241,,4577,4.96
1165,6485,,4577,4.96
1165,11919,,4577,4.96
1166,1623,,4577,8.96
1166,2928,,4577,8.96
1166,9460,,4577,8.96
1166,14067,,4577,8.96
1167,3144,,4578,8.97
1167,5596,,4578,8.97
1167,10891,,4578,8.97
1168,7251,,4579,6.98
1168,14286,,4579,6.98
1169,1338,,4577,16.96
1169,3817,,4577,16.96
1169,9514,,4577,16.96
1169,14001,,4577,16.96
1170,9157,,4579,10.98
1170,11578,,4579,10.98
1171,1172,,4576,32.95
1171,4389,,4576,32.95
1171,7464,,4576,32.95
1171,13198,,4576,32.95
1171,15823,,4576,32.95
1172,167,,4577,31.96
1172,4322,,4577,31.96
1172,8598,,4577,31.96
1172,14270,,4577,31.96
1173,461,,4576,34.95
1173,5408,,4576,34.95
1173,8810,,4576,34.95
1173,13807,,4576,34.95
1173,15799,,4576,34.95
1174,4318,,4578,2.9699999999999998
1174,8050,,4578,2.9699999999999998
1174,10399,,4578,2.9699999999999998
1175,1990,,4577,3.96
1175,4707,,4577,3.96
1175,6333,,4577,3.96
1175,12744,,4577,3.96
1176,3933,,4578,2.9699999999999998
1176,5995,,4578,2.9699999999999998
1176,14236,,4578,2.9699999999999998
1177,3037,,4578,10.97
1177,10141,,4578,10.97
1177,13647,,4578,10.97
1178,1003,,4577,24.96
1178,2887,,4577,24.96
1178,6340,,4577,24.96
1178,11423,,4577,24.96
1179,6806,,4579,9.98
1179,12566,,4579,9.98
1180,3065,,4578,17.97
1180,8827,,4578,17.97
1180,12624,,4578,17.97
1181,313,,4577,19.96
1181,2934,,4577,19.96
1181,6738,,4577,19.96
1181,11529,,4577,19.96
1182,1779,,4576,29.950000000000003
1182,5057,,4576,29.950000000000003
1182,9357,,4576,29.950000000000003
1182,13466,,4576,29.950000000000003
1182,15437,,4576,29.950000000000003
1183,1684,,4577,21.96
1183,3602,,4577,21.96
1183,6473,,4577,21.96
1183,12739,,4577,21.96
1184,1154,,4577,19.96
1184,2997,,4577,19.96
1184,10099,,4577,19.96
1184,12940,,4577,19.96
1185,1116,,4576,15.950000000000001
1185,3900,,4576,15.950000000000001
1185,8848,,4576,15.950000000000001
1185,13584,,4576,15.950000000000001
1185,15560,,4576,15.950000000000001
1186,289,,4577,15.96
1186,4565,,4577,15.96
1186,6776,,4577,15.96
1186,11432,,4577,15.96
1187,197,,4576,29.950000000000003
1187,3417,,4576,29.950000000000003
1187,9363,,4576,29.950000000000003
1187,10591,,4576,29.950000000000003
1187,15472,,4576,29.950000000000003
1188,501,,4577,21.96
1188,2953,,4577,21.96
1188,9914,,4577,21.96
1188,13227,,4577,21.96
1189,3402,,4578,15.97
1189,9304,,4578,15.97
1189,10887,,4578,15.97
1190,1358,,4576,25.950000000000003
1190,3210,,4576,25.950000000000003
1190,8979,,4576,25.950000000000003
1190,10500,,4576,25.950000000000003
1190,15456,,4576,25.950000000000003
1191,3242,,4578,7.970000000000001
1191,9434,,4578,7.970000000000001
1191,11714,,4578,7.970000000000001
1192,3260,,4578,6.970000000000001
1192,8868,,4578,6.970000000000001
1192,13835,,4578,6.970000000000001
1193,4626,,4578,3.9699999999999998
1193,8964,,4578,3.9699999999999998
1193,13101,,4578,3.9699999999999998
1194,6859,,4579,11.98
1194,11444,,4579,11.98
1195,5709,,4579,7.98
1195,10554,,4579,7.98
1196,2063,,4576,11.950000000000001
1196,5390,,4576,11.950000000000001
1196,5890,,4576,11.950000000000001
1196,11231,,4576,11.950000000000001
1196,15473,,4576,11.950000000000001
1197,1724,,4577,6.96
1197,3055,,4577,6.96
1197,9098,,4577,6.96
1197,13363,,4577,6.96
1198,4129,,4578,4.970000000000001
1198,7882,,4578,4.970000000000001
1198,14599,,4578,4.970000000000001
1199,1372,,4577,28.96
1199,3268,,4577,28.96
1199,9498,,4577,28.96
1199,10997,,4577,28.96
1200,1617,,4576,34.95
1200,4067,,4576,34.95
1200,9868,,4576,34.95
1200,13822,,4576,34.95
1200,15350,,4576,34.95
1201,2586,,4578,18.97
1201,9621,,4578,18.97
1201,13529,,4578,18.97
1202,679,,4576,33.95
1202,5489,,4576,33.95
1202,5594,,4576,33.95
1202,13234,,4576,33.95
1202,14951,,4576,33.95
1203,2194,,4578,21.97
1203,8159,,4578,21.97
1203,10413,,4578,21.97
1204,9682,,4579,13.98
1204,13230,,4579,13.98
1205,3560,,4576,26.950000000000003
1205,7022,,4576,26.950000000000003
1205,13260,,4576,26.950000000000003
1205,14966,,4576,26.950000000000003
1205,16036,,4576,26.950000000000003
1206,9823,,4579,14.98
1206,11489,,4579,14.98
1207,73,,4576,14.950000000000001
1207,3313,,4576,14.950000000000001
1207,6932,,4576,14.950000000000001
1207,10456,,4576,14.950000000000001
1207,14980,,4576,14.950000000000001
1208,2433,,4578,8.97
1208,8769,,4578,8.97
1208,12125,,4578,8.97
1209,8267,,4579,5.98
1209,13092,,4579,5.98
1210,4194,,4578,10.97
1210,6167,,4578,10.97
1210,12491,,4578,10.97
1211,6515,,4579,6.98
1211,12662,,4579,6.98
1212,1521,,4577,14.96
1212,4366,,4577,14.96
1212,8099,,4577,14.96
1212,14439,,4577,14.96
1213,5498,,4578,3.9699999999999998
1213,8873,,4578,3.9699999999999998
1213,11538,,4578,3.9699999999999998
1214,2069,,4577,3.96
1214,3889,,4577,3.96
1214,9836,,4577,3.96
1214,12714,,4577,3.96
1215,2869,,4578,4.970000000000001
1215,6558,,4578,4.970000000000001
1215,14264,,4578,4.970000000000001
1216,9406,,4579,1.98
1216,13845,,4579,1.98
1217,472,,4577,4.96
1217,5197,,4577,4.96
1217,6180,,4577,4.96
1217,11623,,4577,4.96
1218,2959,,4577,9.96
1218,5987,,4577,9.96
1218,13944,,4577,9.96
1218,16028,,4577,9.96
1219,3541,,4578,4.970000000000001
1219,5811,,4578,4.970000000000001
1219,12108,,4578,4.970000000000001
1220,1425,,4576,32.95
1220,5391,,4576,32.95
1220,8839,,4576,32.95
1220,10606,,4576,32.95
1220,14975,,4576,32.95
1221,1422,,4576,33.95
1221,3136,,4576,33.95
1221,8818,,4576,33.95
1221,10343,,4576,33.95
1221,15321,,4576,33.95
1222,1688,,4577,26.96
1222,2350,,4577,26.96
1222,8244,,4577,26.96
1222,10545,,4577,26.96
1223,2039,,4577,27.96
1223,5138,,4577,27.96
1223,7957,,4577,27.96
1223,13003,,4577,27.96
1224,1337,,4576,28.950000000000003
1224,3845,,4576,28.950000000000003
1224,6690,,4576,28.950000000000003
1224,11146,,4576,28.950000000000003
1224,14726,,4576,28.950000000000003
1225,3330,,4578,19.97
1225,8421,,4578,19.97
1225,11727,,4578,19.97
1226,951,,4576,30.950000000000003
1226,4661,,4576,30.950000000000003
1226,7332,,4576,30.950000000000003
1226,11630,,4576,30.950000000000003
1226,15257,,4576,30.950000000000003
1227,9477,,4579,11.98
1227,10766,,4579,11.98
1228,423,,4576,29.950000000000003
1228,4989,,4576,29.950000000000003
1228,7520,,4576,29.950000000000003
1228,14648,,4576,29.950000000000003
1228,14861,,4576,29.950000000000003
1229,1434,,4576,11.950000000000001
1229,4494,,4576,11.950000000000001
1229,8088,,4576,11.950000000000001
1229,10585,,4576,11.950000000000001
1229,15309,,4576,11.950000000000001
1230,734,,4576,8.95
1230,2305,,4576,8.95
1230,7976,,4576,8.95
1230,13012,,4576,8.95
1230,15652,,4576,8.95
1231,8890,,4579,3.9800000000000004
1231,13418,,4579,3.9800000000000004
1232,7462,,4579,5.98
1232,13715,,4579,5.98
1233,7811,,4579,1.98
1233,11062,,4579,1.98
1234,1909,,4576,11.95
1234,2582,,4576,11.95
1234,6389,,4576,11.95
1234,12462,,4576,11.95
1234,15069,,4576,11.95
1235,467,,4577,8.96
1235,3093,,4577,8.96
1235,6113,,4577,8.96
1235,12543,,4577,8.96
1236,2345,,4578,14.97
1236,6824,,4578,14.97
1236,11124,,4578,14.97
1237,6516,,4579,13.98
1237,12789,,4579,13.98
1238,2868,,4578,10.97
1238,9223,,4578,10.97
1238,13632,,4578,10.97
1239,6280,,4579,10.98
1239,13491,,4579,10.98
1240,2244,,4578,17.97
1240,7041,,4578,17.97
1240,13588,,4578,17.97
1241,4236,,4576,24.950000000000003
1241,8637,,4576,24.950000000000003
1241,11672,,4576,24.950000000000003
1241,15715,,4576,24.950000000000003
1241,16032,,4576,24.950000000000003
1242,5567,,4578,11.97
1242,9288,,4578,11.97
1242,12219,,4578,11.97
1243,3031,,4578,8.97
1243,6762,,4578,8.97
1243,12882,,4578,8.97
1244,859,,4577,18.96
1244,2651,,4577,18.96
1244,10103,,4577,18.96
1244,13919,,4577,18.96
1245,4924,,4578,11.97
1245,8506,,4578,11.97
1245,11468,,4578,11.97
1246,1500,,4576,23.950000000000003
1246,3069,,4576,23.950000000000003
1246,6407,,4576,23.950000000000003
1246,13193,,4576,23.950000000000003
1246,15066,,4576,23.950000000000003
1247,8219,,4579,8.98
1247,10163,,4579,8.98
1248,6836,,4579,10.98
1248,10232,,4579,10.98
1249,8048,,4579,11.98
1249,14415,,4579,11.98
1250,3380,,4578,17.97
1250,9187,,4578,17.97
1250,12222,,4578,17.97
1251,3103,,4578,15.97
1251,5763,,4578,15.97
1251,13403,,4578,15.97
1252,1398,,4576,32.95
1252,5471,,4576,32.95
1252,9925,,4576,32.95
1252,13849,,4576,32.95
1252,15736,,4576,32.95
1253,897,,4576,32.95
1253,4932,,4576,32.95
1253,8469,,4576,32.95
1253,13122,,4576,32.95
1253,15328,,4576,32.95
1254,1072,,4577,23.96
1254,5432,,4577,23.96
1254,8384,,4577,23.96
1254,14752,,4577,23.96
1255,6260,,4579,10.98
1255,11832,,4579,10.98
1256,797,,4576,28.950000000000003
1256,5240,,4576,28.950000000000003
1256,5576,,4576,28.950000000000003
1256,12974,,4576,28.950000000000003
1256,14750,,4576,28.950000000000003
1257,1771,,4576,24.950000000000003
1257,4867,,4576,24.950000000000003
1257,6790,,4576,24.950000000000003
1257,11633,,4576,24.950000000000003
1257,15556,,4576,24.950000000000003
1258,491,,4576,26.950000000000003
1258,2809,,4576,26.950000000000003
1258,5803,,4576,26.950000000000003
1258,13165,,4576,26.950000000000003
1258,14919,,4576,26.950000000000003
1259,8202,,4579,3.9800000000000004
1259,10332,,4579,3.9800000000000004
1260,772,,4577,5.96
1260,2636,,4577,5.96
1260,5887,,4577,5.96
1260,10892,,4577,5.96
1261,9719,,4579,1.98
1261,12130,,4579,1.98
1262,2351,,4578,3.9699999999999998
1262,6579,,4578,3.9699999999999998
1262,12629,,4578,3.9699999999999998
1263,1383,,4576,8.95
1263,2691,,4576,8.95
1263,5773,,4576,8.95
1263,12396,,4576,8.95
1263,15644,,4576,8.95
1264,1581,,4576,5.95
1264,4510,,4576,5.95
1264,10001,,4576,5.95
1264,10146,,4576,5.95
1264,14935,,4576,5.95
1265,591,,4577,5.960000000000001
1265,5548,,4577,5.960000000000001
1265,8836,,4577,5.960000000000001
1265,13561,,4577,5.960000000000001
1266,7750,,4579,4.98
1266,14063,,4579,4.98
1267,8725,,4579,2.98
1267,14215,,4579,2.98
1268,426,,4577,6.96
1268,4953,,4577,6.96
1268,9542,,4577,6.96
1268,14428,,4577,6.96
1269,761,,4577,3.96
1269,4697,,4577,3.96
1269,9796,,4577,3.96
1269,13415,,4577,3.96
1270,3701,,4578,2.9699999999999998
1270,9065,,4578,2.9699999999999998
1270,11898,,4578,2.9699999999999998
1271,2245,,4578,8.97
1271,7302,,4578,8.97
1271,11888,,4578,8.97
1272,778,,4576,5.95
1272,5095,,4576,5.95
1272,9765,,4576,5.95
1272,14424,,4576,5.95
1272,15373,,4576,5.95
1273,9422,,4579,5.98
1273,13301,,4579,5.98
1274,3884,,4578,2.9699999999999998
1274,8733,,4578,2.9699999999999998
1274,13192,,4578,2.9699999999999998
1275,5578,,4579,1.98
1275,13450,,4579,1.98
1276,1110,,4577,13.96
1276,3659,,4577,13.96
1276,5682,,4577,13.96
1276,11477,,4577,13.96
1277,672,,4576,9.950000000000001
1277,3410,,4576,9.950000000000001
