date_key,full date,day of week,day num in month,day num overall,day name,day abbrev,weekday flag,week num in year,week num overall,week begin date,week begin date key,month,month num overall,month name,month abbrev,quarter,year,yearmo,fiscal month,fiscal quarter,fiscal year,month end flag
19970625,6/25/1997,3,25,542,Wednesday,Wed,Y,26,79,6/23/1997,19970623,6,18,June,Jun,2,1997,199706,12,4,1997,N
19970626,6/26/1997,4,26,543,Thursday,Thu,Y,26,79,6/23/1997,19970623,6,18,June,Jun,2,1997,199706,12,4,1997,N
19970627,6/27/1997,5,27,544,Friday,Fri,Y,26,79,6/23/1997,19970623,6,18,June,Jun,2,1997,199706,12,4,1997,N
19970628,6/28/1997,6,28,545,Saturday,Sat,N,26,79,6/23/1997,19970623,6,18,June,Jun,2,1997,199706,12,4,1997,N
19970629,6/29/1997,7,29,546,Sunday,Sun,N,26,79,6/23/1997,19970623,6,18,June,Jun,2,1997,199706,12,4,1997,N
19970630,6/30/1997,1,30,547,Monday,Mon,Y,27,80,6/30/1997,19970630,6,18,June,Jun,2,1997,199706,12,4,1997,Y
19970701,7/1/1997,2,1,548,Tuesday,Tue,Y,27,80,6/30/1997,19970630,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970702,7/2/1997,3,2,549,Wednesday,Wed,Y,27,80,6/30/1997,19970630,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970703,7/3/1997,4,3,550,Thursday,Thu,Y,27,80,6/30/1997,19970630,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970704,7/4/1997,5,4,551,Friday,Fri,Y,27,80,6/30/1997,19970630,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970705,7/5/1997,6,5,552,Saturday,Sat,N,27,80,6/30/1997,19970630,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970706,7/6/1997,7,6,553,Sunday,Sun,N,27,80,6/30/1997,19970630,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970707,7/7/1997,1,7,554,Monday,Mon,Y,28,81,7/7/1997,19970707,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970708,7/8/1997,2,8,555,Tuesday,Tue,Y,28,81,7/7/1997,19970707,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970709,7/9/1997,3,9,556,Wednesday,Wed,Y,28,81,7/7/1997,19970707,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970710,7/10/1997,4,10,557,Thursday,Thu,Y,28,81,7/7/1997,19970707,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970711,7/11/1997,5,11,558,Friday,Fri,Y,28,81,7/7/1997,19970707,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970712,7/12/1997,6,12,559,Saturday,Sat,N,28,81,7/7/1997,19970707,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970713,7/13/1997,7,13,560,Sunday,Sun,N,28,81,7/7/1997,19970707,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970714,7/14/1997,1,14,561,Monday,Mon,Y,29,82,7/14/1997,19970714,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970715,7/15/1997,2,15,562,Tuesday,Tue,Y,29,82,7/14/1997,19970714,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970716,7/16/1997,3,16,563,Wednesday,Wed,Y,29,82,7/14/1997,19970714,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970717,7/17/1997,4,17,564,Thursday,Thu,Y,29,82,7/14/1997,19970714,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970718,7/18/1997,5,18,565,Friday,Fri,Y,29,82,7/14/1997,19970714,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970719,7/19/1997,6,19,566,Saturday,Sat,N,29,82,7/14/1997,19970714,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970720,7/20/1997,7,20,567,Sunday,Sun,N,29,82,7/14/1997,19970714,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970721,7/21/1997,1,21,568,Monday,Mon,Y,30,83,7/21/1997,19970721,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970722,7/22/1997,2,22,569,Tuesday,Tue,Y,30,83,7/21/1997,19970721,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970723,7/23/1997,3,23,570,Wednesday,Wed,Y,30,83,7/21/1997,19970721,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970724,7/24/1997,4,24,571,Thursday,Thu,Y,30,83,7/21/1997,19970721,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970725,7/25/1997,5,25,572,Friday,Fri,Y,30,83,7/21/1997,19970721,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970726,7/26/1997,6,26,573,Saturday,Sat,N,30,83,7/21/1997,19970721,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970727,7/27/1997,7,27,574,Sunday,Sun,N,30,83,7/21/1997,19970721,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970728,7/28/1997,1,28,575,Monday,Mon,Y,31,84,7/28/1997,19970728,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970729,7/29/1997,2,29,576,Tuesday,Tue,Y,31,84,7/28/1997,19970728,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970730,7/30/1997,3,30,577,Wednesday,Wed,Y,31,84,7/28/1997,19970728,7,19,July,Jul,3,1997,199707,1,1,1998,N
19970731,7/31/1997,4,31,578,Thursday,Thu,Y,31,84,7/28/1997,19970728,7,19,July,Jul,3,1997,199707,1,1,1998,Y
19970801,8/1/1997,5,1,579,Friday,Fri,Y,31,84,7/28/1997,19970728,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970802,8/2/1997,6,2,580,Saturday,Sat,N,31,84,7/28/1997,19970728,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970803,8/3/1997,7,3,581,Sunday,Sun,N,31,84,7/28/1997,19970728,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970804,8/4/1997,1,4,582,Monday,Mon,Y,32,85,8/4/1997,19970804,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970805,8/5/1997,2,5,583,Tuesday,Tue,Y,32,85,8/4/1997,19970804,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970806,8/6/1997,3,6,584,Wednesday,Wed,Y,32,85,8/4/1997,19970804,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970807,8/7/1997,4,7,585,Thursday,Thu,Y,32,85,8/4/1997,19970804,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970808,8/8/1997,5,8,586,Friday,Fri,Y,32,85,8/4/1997,19970804,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970809,8/9/1997,6,9,587,Saturday,Sat,N,32,85,8/4/1997,19970804,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970810,8/10/1997,7,10,588,Sunday,Sun,N,32,85,8/4/1997,19970804,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970811,8/11/1997,1,11,589,Monday,Mon,Y,33,86,8/11/1997,19970811,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970812,8/12/1997,2,12,590,Tuesday,Tue,Y,33,86,8/11/1997,19970811,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970813,8/13/1997,3,13,591,Wednesday,Wed,Y,33,86,8/11/1997,19970811,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970814,8/14/1997,4,14,592,Thursday,Thu,Y,33,86,8/11/1997,19970811,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970815,8/15/1997,5,15,593,Friday,Fri,Y,33,86,8/11/1997,19970811,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970816,8/16/1997,6,16,594,Saturday,Sat,N,33,86,8/11/1997,19970811,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970817,8/17/1997,7,17,595,Sunday,Sun,N,33,86,8/11/1997,19970811,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970818,8/18/1997,1,18,596,Monday,Mon,Y,34,87,8/18/1997,19970818,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970819,8/19/1997,2,19,597,Tuesday,Tue,Y,34,87,8/18/1997,19970818,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970820,8/20/1997,3,20,598,Wednesday,Wed,Y,34,87,8/18/1997,19970818,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970821,8/21/1997,4,21,599,Thursday,Thu,Y,34,87,8/18/1997,19970818,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970822,8/22/1997,5,22,600,Friday,Fri,Y,34,87,8/18/1997,19970818,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970823,8/23/1997,6,23,601,Saturday,Sat,N,34,87,8/18/1997,19970818,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970824,8/24/1997,7,24,602,Sunday,Sun,N,34,87,8/18/1997,19970818,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970825,8/25/1997,1,25,603,Monday,Mon,Y,35,88,8/25/1997,19970825,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970826,8/26/1997,2,26,604,Tuesday,Tue,Y,35,88,8/25/1997,19970825,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970827,8/27/1997,3,27,605,Wednesday,Wed,Y,35,88,8/25/1997,19970825,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970828,8/28/1997,4,28,606,Thursday,Thu,Y,35,88,8/25/1997,19970825,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970829,8/29/1997,5,29,607,Friday,Fri,Y,35,88,8/25/1997,19970825,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970830,8/30/1997,6,30,608,Saturday,Sat,N,35,88,8/25/1997,19970825,8,20,August,Aug,3,1997,199708,2,1,1998,N
19970831,8/31/1997,7,31,609,Sunday,Sun,N,35,88,8/25/1997,19970825,8,20,August,Aug,3,1997,199708,2,1,1998,Y
19970901,9/1/1997,1,1,610,Monday,Mon,Y,36,89,9/1/1997,19970901,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970902,9/2/1997,2,2,611,Tuesday,Tue,Y,36,89,9/1/1997,19970901,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970903,9/3/1997,3,3,612,Wednesday,Wed,Y,36,89,9/1/1997,19970901,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970904,9/4/1997,4,4,613,Thursday,Thu,Y,36,89,9/1/1997,19970901,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970905,9/5/1997,5,5,614,Friday,Fri,Y,36,89,9/1/1997,19970901,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970906,9/6/1997,6,6,615,Saturday,Sat,N,36,89,9/1/1997,19970901,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970907,9/7/1997,7,7,616,Sunday,Sun,N,36,89,9/1/1997,19970901,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970908,9/8/1997,1,8,617,Monday,Mon,Y,37,90,9/8/1997,19970908,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970909,9/9/1997,2,9,618,Tuesday,Tue,Y,37,90,9/8/1997,19970908,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970910,9/10/1997,3,10,619,Wednesday,Wed,Y,37,90,9/8/1997,19970908,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970911,9/11/1997,4,11,620,Thursday,Thu,Y,37,90,9/8/1997,19970908,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970912,9/12/1997,5,12,621,Friday,Fri,Y,37,90,9/8/1997,19970908,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970913,9/13/1997,6,13,622,Saturday,Sat,N,37,90,9/8/1997,19970908,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970914,9/14/1997,7,14,623,Sunday,Sun,N,37,90,9/8/1997,19970908,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970915,9/15/1997,1,15,624,Monday,Mon,Y,38,91,9/15/1997,19970915,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970916,9/16/1997,2,16,625,Tuesday,Tue,Y,38,91,9/15/1997,19970915,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970917,9/17/1997,3,17,626,Wednesday,Wed,Y,38,91,9/15/1997,19970915,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970918,9/18/1997,4,18,627,Thursday,Thu,Y,38,91,9/15/1997,19970915,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970919,9/19/1997,5,19,628,Friday,Fri,Y,38,91,9/15/1997,19970915,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970920,9/20/1997,6,20,629,Saturday,Sat,N,38,91,9/15/1997,19970915,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970921,9/21/1997,7,21,630,Sunday,Sun,N,38,91,9/15/1997,19970915,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970922,9/22/1997,1,22,631,Monday,Mon,Y,39,92,9/22/1997,19970922,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970923,9/23/1997,2,23,632,Tuesday,Tue,Y,39,92,9/22/1997,19970922,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970924,9/24/1997,3,24,633,Wednesday,Wed,Y,39,92,9/22/1997,19970922,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970925,9/25/1997,4,25,634,Thursday,Thu,Y,39,92,9/22/1997,19970922,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970926,9/26/1997,5,26,635,Friday,Fri,Y,39,92,9/22/1997,19970922,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970927,9/27/1997,6,27,636,Saturday,Sat,N,39,92,9/22/1997,19970922,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970928,9/28/1997,7,28,637,Sunday,Sun,N,39,92,9/22/1997,19970922,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970929,9/29/1997,1,29,638,Monday,Mon,Y,40,93,9/29/1997,19970929,9,21,September,Sep,3,1997,199709,3,1,1998,N
19970930,9/30/1997,2,30,639,Tuesday,Tue,Y,40,93,9/29/1997,19970929,9,21,September,Sep,3,1997,199709,3,1,1998,Y
19971001,10/1/1997,3,1,640,Wednesday,Wed,Y,40,93,9/29/1997,19970929,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971002,10/2/1997,4,2,641,Thursday,Thu,Y,40,93,9/29/1997,19970929,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971003,10/3/1997,5,3,642,Friday,Fri,Y,40,93,9/29/1997,19970929,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971004,10/4/1997,6,4,643,Saturday,Sat,N,40,93,9/29/1997,19970929,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971005,10/5/1997,7,5,644,Sunday,Sun,N,40,93,9/29/1997,19970929,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971006,10/6/1997,1,6,645,Monday,Mon,Y,41,94,10/6/1997,19971006,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971007,10/7/1997,2,7,646,Tuesday,Tue,Y,41,94,10/6/1997,19971006,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971008,10/8/1997,3,8,647,Wednesday,Wed,Y,41,94,10/6/1997,19971006,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971009,10/9/1997,4,9,648,Thursday,Thu,Y,41,94,10/6/1997,19971006,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971010,10/10/1997,5,10,649,Friday,Fri,Y,41,94,10/6/1997,19971006,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971011,10/11/1997,6,11,650,Saturday,Sat,N,41,94,10/6/1997,19971006,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971012,10/12/1997,7,12,651,Sunday,Sun,N,41,94,10/6/1997,19971006,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971013,10/13/1997,1,13,652,Monday,Mon,Y,42,95,10/13/1997,19971013,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971014,10/14/1997,2,14,653,Tuesday,Tue,Y,42,95,10/13/1997,19971013,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971015,10/15/1997,3,15,654,Wednesday,Wed,Y,42,95,10/13/1997,19971013,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971016,10/16/1997,4,16,655,Thursday,Thu,Y,42,95,10/13/1997,19971013,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971017,10/17/1997,5,17,656,Friday,Fri,Y,42,95,10/13/1997,19971013,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971018,10/18/1997,6,18,657,Saturday,Sat,N,42,95,10/13/1997,19971013,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971019,10/19/1997,7,19,658,Sunday,Sun,N,42,95,10/13/1997,19971013,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971020,10/20/1997,1,20,659,Monday,Mon,Y,43,96,10/20/1997,19971020,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971021,10/21/1997,2,21,660,Tuesday,Tue,Y,43,96,10/20/1997,19971020,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971022,10/22/1997,3,22,661,Wednesday,Wed,Y,43,96,10/20/1997,19971020,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971023,10/23/1997,4,23,662,Thursday,Thu,Y,43,96,10/20/1997,19971020,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971024,10/24/1997,5,24,663,Friday,Fri,Y,43,96,10/20/1997,19971020,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971025,10/25/1997,6,25,664,Saturday,Sat,N,43,96,10/20/1997,19971020,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971026,10/26/1997,7,26,665,Sunday,Sun,N,43,96,10/20/1997,19971020,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971027,10/27/1997,1,27,666,Monday,Mon,Y,44,97,10/27/1997,19971027,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971028,10/28/1997,2,28,667,Tuesday,Tue,Y,44,97,10/27/1997,19971027,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971029,10/29/1997,3,29,668,Wednesday,Wed,Y,44,97,10/27/1997,19971027,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971030,10/30/1997,4,30,669,Thursday,Thu,Y,44,97,10/27/1997,19971027,10,22,October,Oct,4,1997,199710,4,2,1998,N
19971031,10/31/1997,5,31,670,Friday,Fri,Y,44,97,10/27/1997,19971027,10,22,October,Oct,4,1997,199710,4,2,1998,Y
19971101,11/1/1997,6,1,671,Saturday,Sat,N,44,97,10/27/1997,19971027,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971102,11/2/1997,7,2,672,Sunday,Sun,N,44,97,10/27/1997,19971027,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971103,11/3/1997,1,3,673,Monday,Mon,Y,45,98,11/3/1997,19971103,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971104,11/4/1997,2,4,674,Tuesday,Tue,Y,45,98,11/3/1997,19971103,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971105,11/5/1997,3,5,675,Wednesday,Wed,Y,45,98,11/3/1997,19971103,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971106,11/6/1997,4,6,676,Thursday,Thu,Y,45,98,11/3/1997,19971103,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971107,11/7/1997,5,7,677,Friday,Fri,Y,45,98,11/3/1997,19971103,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971108,11/8/1997,6,8,678,Saturday,Sat,N,45,98,11/3/1997,19971103,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971109,11/9/1997,7,9,679,Sunday,Sun,N,45,98,11/3/1997,19971103,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971110,11/10/1997,1,10,680,Monday,Mon,Y,46,99,11/10/1997,19971110,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971111,11/11/1997,2,11,681,Tuesday,Tue,Y,46,99,11/10/1997,19971110,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971112,11/12/1997,3,12,682,Wednesday,Wed,Y,46,99,11/10/1997,19971110,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971113,11/13/1997,4,13,683,Thursday,Thu,Y,46,99,11/10/1997,19971110,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971114,11/14/1997,5,14,684,Friday,Fri,Y,46,99,11/10/1997,19971110,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971115,11/15/1997,6,15,685,Saturday,Sat,N,46,99,11/10/1997,19971110,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971116,11/16/1997,7,16,686,Sunday,Sun,N,46,99,11/10/1997,19971110,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971117,11/17/1997,1,17,687,Monday,Mon,Y,47,100,11/17/1997,19971117,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971118,11/18/1997,2,18,688,Tuesday,Tue,Y,47,100,11/17/1997,19971117,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971119,11/19/1997,3,19,689,Wednesday,Wed,Y,47,100,11/17/1997,19971117,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971120,11/20/1997,4,20,690,Thursday,Thu,Y,47,100,11/17/1997,19971117,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971121,11/21/1997,5,21,691,Friday,Fri,Y,47,100,11/17/1997,19971117,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971122,11/22/1997,6,22,692,Saturday,Sat,N,47,100,11/17/1997,19971117,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971123,11/23/1997,7,23,693,Sunday,Sun,N,47,100,11/17/1997,19971117,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971124,11/24/1997,1,24,694,Monday,Mon,Y,48,101,11/24/1997,19971124,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971125,11/25/1997,2,25,695,Tuesday,Tue,Y,48,101,11/24/1997,19971124,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971126,11/26/1997,3,26,696,Wednesday,Wed,Y,48,101,11/24/1997,19971124,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971127,11/27/1997,4,27,697,Thursday,Thu,Y,48,101,11/24/1997,19971124,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971128,11/28/1997,5,28,698,Friday,Fri,Y,48,101,11/24/1997,19971124,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971129,11/29/1997,6,29,699,Saturday,Sat,N,48,101,11/24/1997,19971124,11,23,November,Nov,4,1997,199711,5,2,1998,N
19971130,11/30/1997,7,30,700,Sunday,Sun,N,48,101,11/24/1997,19971124,11,23,November,Nov,4,1997,199711,5,2,1998,Y
19971201,12/1/1997,1,1,701,Monday,Mon,Y,49,102,12/1/1997,19971201,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971202,12/2/1997,2,2,702,Tuesday,Tue,Y,49,102,12/1/1997,19971201,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971203,12/3/1997,3,3,703,Wednesday,Wed,Y,49,102,12/1/1997,19971201,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971204,12/4/1997,4,4,704,Thursday,Thu,Y,49,102,12/1/1997,19971201,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971205,12/5/1997,5,5,705,Friday,Fri,Y,49,102,12/1/1997,19971201,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971206,12/6/1997,6,6,706,Saturday,Sat,N,49,102,12/1/1997,19971201,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971207,12/7/1997,7,7,707,Sunday,Sun,N,49,102,12/1/1997,19971201,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971208,12/8/1997,1,8,708,Monday,Mon,Y,50,103,12/8/1997,19971208,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971209,12/9/1997,2,9,709,Tuesday,Tue,Y,50,103,12/8/1997,19971208,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971210,12/10/1997,3,10,710,Wednesday,Wed,Y,50,103,12/8/1997,19971208,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971211,12/11/1997,4,11,711,Thursday,Thu,Y,50,103,12/8/1997,19971208,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971212,12/12/1997,5,12,712,Friday,Fri,Y,50,103,12/8/1997,19971208,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971213,12/13/1997,6,13,713,Saturday,Sat,N,50,103,12/8/1997,19971208,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971214,12/14/1997,7,14,714,Sunday,Sun,N,50,103,12/8/1997,19971208,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971215,12/15/1997,1,15,715,Monday,Mon,Y,51,104,12/15/1997,19971215,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971216,12/16/1997,2,16,716,Tuesday,Tue,Y,51,104,12/15/1997,19971215,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971217,12/17/1997,3,17,717,Wednesday,Wed,Y,51,104,12/15/1997,19971215,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971218,12/18/1997,4,18,718,Thursday,Thu,Y,51,104,12/15/1997,19971215,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971219,12/19/1997,5,19,719,Friday,Fri,Y,51,104,12/15/1997,19971215,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971220,12/20/1997,6,20,720,Saturday,Sat,N,51,104,12/15/1997,19971215,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971221,12/21/1997,7,21,721,Sunday,Sun,N,51,104,12/15/1997,19971215,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971222,12/22/1997,1,22,722,Monday,Mon,Y,52,105,12/22/1997,19971222,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971223,12/23/1997,2,23,723,Tuesday,Tue,Y,52,105,12/22/1997,19971222,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971224,12/24/1997,3,24,724,Wednesday,Wed,Y,52,105,12/22/1997,19971222,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971225,12/25/1997,4,25,725,Thursday,Thu,Y,52,105,12/22/1997,19971222,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971226,12/26/1997,5,26,726,Friday,Fri,Y,52,105,12/22/1997,19971222,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971227,12/27/1997,6,27,727,Saturday,Sat,N,52,105,12/22/1997,19971222,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971228,12/28/1997,7,28,728,Sunday,Sun,N,52,105,12/22/1997,19971222,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971229,12/29/1997,1,29,729,Monday,Mon,Y,53,106,12/29/1997,19971229,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971230,12/30/1997,2,30,730,Tuesday,Tue,Y,53,106,12/29/1997,19971229,12,24,December,Dec,4,1997,199712,6,2,1998,N
19971231,12/31/1997,3,31,731,Wednesday,Wed,Y,53,106,12/29/1997,19971229,12,24,December,Dec,4,1997,199712,6,2,1998,Y
19980101,1/1/1998,4,1,732,Thursday,Thu,Y,1,107,12/29/1997,19971229,1,25,January,Jan,1,1998,199801,7,3,1998,N
19980102,1/2/1998,5,2,733,Friday,Fri,Y,1,107,12/29/1997,19971229,1,25,January,Jan,1,1998,199801,7,3,1998,N
19980103,1/3/1998,6,3,734,Saturday,Sat,N,1,107,12/29/1997,19971229,1,25,January,Jan,1,1998,199801,7,3,1998,N
19980104,1/4/1998,7,4,735,Sunday,Sun,N,1,107,12/29/1997,19971229,1,25,January,Jan,1,1998,199801,7,3,1998,N
19980105,1/5/1998,1,5,736,Monday,Mon,Y,2,108,1/5/1998,19980105,1,25,January,Jan,1,1998,199801,7,3,1998,N
19980106,1/6/1998,2,6,737,Tuesday,Tue,Y,2,108,1/5/1998,19980105,1,25,January,Jan,1,1998,199801,7,3,1998,N
