rental_key,rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,amount,payment_date,rental_month
4547,5894,2005-07-10,2264,194,2005-07-17,1,3.99,2005-07-10,7
4548,5895,2005-07-10,2272,164,2005-07-17,1,3.99,2005-07-10,7
4549,5896,2005-07-10,731,357,2005-07-12,1,0.99,2005-07-10,7
4550,5897,2005-07-10,740,413,2005-07-19,2,7.99,2005-07-10,7
4551,5898,2005-07-10,3257,538,2005-07-16,1,2.99,2005-07-10,7
4552,5899,2005-07-10,1391,388,2005-07-13,1,2.99,2005-07-10,7
4553,5900,2005-07-10,1081,419,2005-07-17,1,3.99,2005-07-10,7
4554,5901,2005-07-10,86,165,2005-07-19,2,6.99,2005-07-10,7
4555,5902,2005-07-10,2727,228,2005-07-11,1,0.99,2005-07-10,7
4556,5903,2005-07-10,1388,573,2005-07-11,1,2.99,2005-07-10,7
4557,5904,2005-07-10,350,531,2005-07-13,2,4.99,2005-07-10,7
4558,5905,2005-07-10,3891,10,2005-07-19,1,2.99,2005-07-10,7
4559,5906,2005-07-10,514,323,2005-07-14,2,1.99,2005-07-10,7
4560,5907,2005-07-10,4432,168,2005-07-15,2,5.99,2005-07-10,7
4561,5908,2005-07-10,810,156,2005-07-13,2,0.99,2005-07-10,7
4562,5909,2005-07-10,2333,44,2005-07-14,2,4.99,2005-07-10,7
4563,5910,2005-07-10,1039,464,2005-07-19,1,4.99,2005-07-10,7
4564,5911,2005-07-10,4140,420,2005-07-14,2,0.99,2005-07-10,7
4565,5912,2005-07-10,1187,351,2005-07-17,2,3.99,2005-07-10,7
4566,5913,2005-07-10,2767,277,2005-07-13,1,2.99,2005-07-10,7
4567,5914,2005-07-10,2639,372,2005-07-16,2,7.99,2005-07-10,7
4568,5915,2005-07-10,2464,66,2005-07-15,2,0.99,2005-07-10,7
4569,5916,2005-07-10,2267,35,2005-07-19,1,5.99,2005-07-10,7
4570,5917,2005-07-10,2910,74,2005-07-12,2,4.99,2005-07-10,7
4571,5918,2005-07-10,120,34,2005-07-19,1,5.99,2005-07-10,7
4572,5919,2005-07-10,164,92,2005-07-12,1,2.99,2005-07-10,7
4573,5920,2005-07-10,1893,221,2005-07-17,2,5.99,2005-07-10,7
4574,5921,2005-07-10,3920,7,2005-07-18,1,7.99,2005-07-10,7
4575,5922,2005-07-10,1392,271,2005-07-16,1,2.99,2005-07-10,7
4576,5923,2005-07-10,1817,401,2005-07-13,1,0.99,2005-07-10,7
4577,5924,2005-07-10,629,191,2005-07-16,1,5.99,2005-07-10,7
4578,5925,2005-07-10,3724,503,2005-07-18,2,6.99,2005-07-10,7
4579,5926,2005-07-10,2840,282,2005-07-20,1,6.99,2005-07-10,7
4580,5927,2005-07-10,807,70,2005-07-16,1,5.99,2005-07-10,7
4581,5928,2005-07-10,4132,50,2005-07-15,1,6.99,2005-07-10,7
4582,5929,2005-07-10,4303,54,2005-07-14,2,2.99,2005-07-10,7
4583,5930,2005-07-10,2338,254,2005-07-11,2,4.99,2005-07-10,7
4584,5931,2005-07-10,2259,341,2005-07-13,2,0.99,2005-07-10,7
4585,5932,2005-07-10,2269,523,2005-07-12,2,2.99,2005-07-10,7
4586,5933,2005-07-10,4372,419,2005-07-12,2,0.99,2005-07-10,7
4587,5934,2005-07-10,3825,576,2005-07-15,2,4.99,2005-07-10,7
4588,5935,2005-07-10,3371,258,2005-07-19,2,9.99,2005-07-10,7
4589,5936,2005-07-10,1951,522,2005-07-15,1,0.99,2005-07-10,7
4590,5937,2005-07-10,1579,580,2005-07-16,2,6.99,2005-07-10,7
4591,5938,2005-07-10,2834,236,2005-07-16,2,3.99,2005-07-10,7
4592,5939,2005-07-10,4491,207,2005-07-14,2,0.99,2005-07-10,7
4593,5940,2005-07-10,3295,292,2005-07-14,1,4.99,2005-07-10,7
4594,5941,2005-07-10,492,43,2005-07-17,2,4.99,2005-07-10,7
4595,5942,2005-07-10,2861,317,2005-07-17,2,7.99,2005-07-10,7
4596,5943,2005-07-10,3019,255,2005-07-16,1,0.99,2005-07-10,7
4597,5944,2005-07-10,3904,432,2005-07-18,2,4.99,2005-07-10,7
4598,5945,2005-07-10,427,374,2005-07-11,1,2.99,2005-07-10,7
4599,5946,2005-07-10,1629,308,2005-07-12,1,2.99,2005-07-10,7
4600,5947,2005-07-10,327,331,2005-07-18,1,5.99,2005-07-10,7
4601,5948,2005-07-10,3260,57,2005-07-18,2,2.99,2005-07-10,7
4602,5949,2005-07-10,4397,496,2005-07-14,2,4.99,2005-07-10,7
4603,5950,2005-07-10,4319,585,2005-07-13,1,4.99,2005-07-10,7
4604,5951,2005-07-10,2501,589,2005-07-13,1,0.99,2005-07-10,7
4605,5952,2005-07-10,3406,595,2005-07-16,1,1.99,2005-07-10,7
4606,5953,2005-07-10,992,386,2005-07-14,2,2.99,2005-07-10,7
4607,5954,2005-07-10,2627,32,2005-07-14,2,2.99,2005-07-10,7
4608,5955,2005-07-10,834,409,2005-07-17,2,7.99,2005-07-10,7
4609,5956,2005-07-10,2536,499,2005-07-13,1,4.99,2005-07-10,7
4610,5957,2005-07-10,2517,210,2005-07-12,1,0.99,2005-07-10,7
4611,5958,2005-07-10,3468,430,2005-07-19,2,6.99,2005-07-10,7
4612,5959,2005-07-10,3169,436,2005-07-13,1,0.99,2005-07-10,7
4613,5960,2005-07-10,3884,239,2005-07-11,1,0.99,2005-07-10,7
4614,5961,2005-07-10,3537,21,2005-07-15,2,2.99,2005-07-10,7
4615,5962,2005-07-10,1292,507,2005-07-13,2,0.99,2005-07-10,7
4616,5963,2005-07-10,4434,35,2005-07-12,1,0.99,2005-07-10,7
4617,5964,2005-07-10,3981,456,2005-07-12,2,0.99,2005-07-10,7
4618,5965,2005-07-10,4476,348,2005-07-11,1,0.99,2005-07-10,7
4619,5966,2005-07-10,2076,384,2005-07-14,2,2.99,2005-07-10,7
4620,5967,2005-07-11,2125,215,2005-07-18,1,8.99,2005-07-11,7
4621,5968,2005-07-11,3273,554,2005-07-19,1,5.99,2005-07-11,7
4622,5969,2005-07-11,4177,433,2005-07-18,2,8.99,2005-07-11,7
4623,5970,2005-07-11,1514,94,2005-07-19,1,4.99,2005-07-11,7
4624,5971,2005-07-11,2191,84,2005-07-19,2,5.99,2005-07-11,7
4625,5972,2005-07-11,4577,30,2005-07-17,1,7.99,2005-07-11,7
4626,5973,2005-07-11,1194,165,2005-07-14,1,0.99,2005-07-11,7
4627,5974,2005-07-11,3984,517,2005-07-18,2,5.99,2005-07-11,7
4628,5975,2005-07-11,2997,15,2005-07-16,1,2.99,2005-07-11,7
4629,5976,2005-07-11,1693,505,2005-07-20,2,9.99,2005-07-11,7
4630,5977,2005-07-11,4011,484,2005-07-19,1,5.99,2005-07-11,7
4631,5978,2005-07-11,1720,508,2005-07-19,1,6.99,2005-07-11,7
4632,5979,2005-07-11,1736,251,2005-07-14,1,2.99,2005-07-11,7
4633,5980,2005-07-11,1777,309,2005-07-14,1,4.99,2005-07-11,7
4634,5981,2005-07-11,2151,241,2005-07-13,1,4.99,2005-07-11,7
4635,5982,2005-07-11,2329,403,2005-07-14,2,4.99,2005-07-11,7
4636,5983,2005-07-11,351,127,2005-07-15,1,2.99,2005-07-11,7
4637,5984,2005-07-11,2801,178,2005-07-15,1,2.99,2005-07-11,7
4638,5985,2005-07-11,1108,506,2005-07-14,2,0.99,2005-07-11,7
4639,5986,2005-07-11,1624,171,2005-07-13,2,4.99,2005-07-11,7
4640,5987,2005-07-11,1000,447,2005-07-16,2,2.99,2005-07-11,7
4641,5988,2005-07-11,151,158,2005-07-13,2,4.99,2005-07-11,7
4642,5989,2005-07-11,696,283,2005-07-15,1,2.99,2005-07-11,7
4643,5990,2005-07-11,1561,432,2005-07-15,1,4.99,2005-07-11,7
4644,5991,2005-07-11,3623,590,2005-07-12,2,4.99,2005-07-11,7
4645,5992,2005-07-11,4216,54,2005-07-13,2,2.99,2005-07-11,7
4646,5993,2005-07-11,3588,529,2005-07-14,1,4.99,2005-07-11,7
4647,5994,2005-07-11,4287,295,2005-07-12,2,4.99,2005-07-11,7
4648,5995,2005-07-11,4357,360,2005-07-20,2,3.99,2005-07-11,7
4649,5996,2005-07-11,4263,223,2005-07-17,1,2.99,2005-07-11,7
4650,5997,2005-07-11,3542,128,2005-07-16,1,4.99,2005-07-11,7
4651,5998,2005-07-11,1458,250,2005-07-15,1,2.99,2005-07-11,7
4652,5999,2005-07-11,211,450,2005-07-19,1,7.99,2005-07-11,7
4653,6000,2005-07-11,1986,371,2005-07-12,2,2.99,2005-07-11,7
4654,6001,2005-07-11,1779,45,2005-07-11,1,0.99,2005-07-11,7
4655,6002,2005-07-11,4422,45,2005-07-12,1,2.99,2005-07-11,7
4656,6003,2005-07-11,296,527,2005-07-17,1,3.99,2005-07-11,7
4657,6004,2005-07-11,1756,204,2005-07-18,2,4.99,2005-07-11,7
4658,6005,2005-07-11,809,78,2005-07-14,2,0.99,2005-07-11,7
4659,6006,2005-07-11,4201,399,2005-07-17,2,2.99,2005-07-11,7
4660,6007,2005-07-11,4393,289,2005-07-17,1,3.99,2005-07-11,7
4661,6008,2005-07-11,1227,216,2005-07-18,1,6.99,2005-07-11,7
4662,6009,2005-07-11,494,470,2005-07-18,2,3.99,2005-07-11,7
4663,6010,2005-07-11,771,285,2005-07-13,1,0.99,2005-07-11,7
4664,6011,2005-07-11,3899,527,2005-07-18,2,4.99,2005-07-11,7
4665,6012,2005-07-11,2609,258,2005-07-17,2,4.99,2005-07-11,7
4666,6013,2005-07-11,3774,543,2005-07-14,1,4.99,2005-07-11,7
4667,6014,2005-07-11,3748,397,2005-07-12,1,2.99,2005-07-11,7
4668,6015,2005-07-11,295,596,2005-07-13,2,2.99,2005-07-11,7
4669,6016,2005-07-11,651,296,2005-07-17,1,4.99,2005-07-11,7
4670,6017,2005-07-11,4088,596,2005-07-14,1,0.99,2005-07-11,7
4671,6018,2005-07-11,4555,500,2005-07-12,2,4.99,2005-07-11,7
4672,6019,2005-07-11,3483,9,2005-07-13,2,4.99,2005-07-11,7
4673,6020,2005-07-11,1974,71,2005-07-16,1,0.99,2005-07-11,7
4674,6021,2005-07-11,3949,173,2005-07-13,1,4.99,2005-07-11,7
4675,6022,2005-07-11,2435,469,2005-07-13,2,0.99,2005-07-11,7
4676,6023,2005-07-11,3794,456,2005-07-15,2,0.99,2005-07-11,7
4677,6024,2005-07-11,2923,271,2005-07-12,1,2.99,2005-07-11,7
4678,6025,2005-07-11,3306,113,2005-07-11,1,0.99,2005-07-11,7
4679,6026,2005-07-11,3936,409,2005-07-13,1,4.99,2005-07-11,7
4680,6027,2005-07-11,4536,513,2005-07-18,1,4.99,2005-07-11,7
4681,6028,2005-07-11,784,450,2005-07-14,1,4.99,2005-07-11,7
4682,6029,2005-07-11,2030,520,2005-07-14,2,2.99,2005-07-11,7
4683,6030,2005-07-11,95,36,2005-07-16,2,0.99,2005-07-11,7
4684,6031,2005-07-11,1530,224,2005-07-14,2,4.99,2005-07-11,7
4685,6032,2005-07-11,3792,28,2005-07-18,2,0.99,2005-07-11,7
4686,6033,2005-07-11,2819,322,2005-07-16,2,2.99,2005-07-11,7
4687,6034,2005-07-11,1735,324,2005-07-16,1,2.99,2005-07-11,7
4688,6035,2005-07-11,3474,176,2005-07-14,2,2.99,2005-07-11,7
4689,6036,2005-07-11,2553,297,2005-07-15,2,2.99,2005-07-11,7
4690,6037,2005-07-11,1886,386,2005-07-12,2,4.99,2005-07-11,7
4691,6038,2005-07-11,1555,243,2005-07-19,2,3.99,2005-07-11,7
4692,6039,2005-07-11,1776,137,2005-07-19,1,6.99,2005-07-11,7
4693,6040,2005-07-11,2161,511,2005-07-14,2,0.99,2005-07-11,7
4694,6041,2005-07-11,2815,551,2005-07-13,2,0.99,2005-07-11,7
4695,6042,2005-07-11,2153,5,2005-07-19,1,8.99,2005-07-11,7
4696,6043,2005-07-11,3303,430,2005-07-12,1,0.99,2005-07-11,7
4697,6044,2005-07-11,1270,481,2005-07-13,2,0.99,2005-07-11,7
4698,6045,2005-07-11,2003,39,2005-07-17,1,2.99,2005-07-11,7
4699,6046,2005-07-11,1935,569,2005-07-19,1,5.99,2005-07-11,7
4700,6047,2005-07-11,4147,235,2005-07-16,2,2.99,2005-07-11,7
4701,6048,2005-07-11,975,154,2005-07-14,1,0.99,2005-07-11,7
4702,6049,2005-07-11,2582,236,2005-07-15,2,0.99,2005-07-11,7
4703,6050,2005-07-11,825,527,2005-07-15,1,2.99,2005-07-11,7
4704,6051,2005-07-11,2675,435,2005-07-11,2,4.99,2005-07-11,7
4705,6052,2005-07-11,881,75,2005-07-16,2,0.99,2005-07-11,7
4706,6053,2005-07-11,2836,237,2005-07-19,2,4.99,2005-07-11,7
4707,6054,2005-07-11,1176,354,2005-07-13,1,0.99,2005-07-11,7
4708,6055,2005-07-11,595,125,2005-07-18,2,0.99,2005-07-11,7
4709,6056,2005-07-11,3069,145,2005-07-12,1,2.99,2005-07-11,7
4710,6057,2005-07-11,1340,187,2005-07-17,2,3.99,2005-07-11,7
4711,6058,2005-07-11,3761,498,2005-07-14,1,2.99,2005-07-11,7
4712,6059,2005-07-11,1437,394,2005-07-18,1,4.99,2005-07-11,7
4713,6060,2005-07-11,3146,342,2005-07-12,1,4.99,2005-07-11,7
4714,6061,2005-07-11,1859,392,2005-07-11,1,0.99,2005-07-11,7
4715,6062,2005-07-11,3301,408,2005-07-15,1,0.99,2005-07-11,7
4716,6063,2005-07-11,1715,519,2005-07-13,2,0.99,2005-07-11,7
4717,6064,2005-07-11,265,297,2005-07-19,1,6.99,2005-07-11,7
4718,6065,2005-07-11,1007,562,2005-07-17,1,6.99,2005-07-11,7
4719,6066,2005-07-11,1877,155,2005-07-15,2,5.99,2005-07-11,7
4720,6067,2005-07-11,2097,186,2005-07-16,1,4.99,2005-07-11,7
4721,6068,2005-07-11,2331,265,2005-07-14,1,4.99,2005-07-11,7
4722,6069,2005-07-11,256,553,2005-07-13,1,2.99,2005-07-11,7
4723,6070,2005-07-11,1679,267,2005-07-13,2,0.99,2005-07-11,7
4724,6071,2005-07-11,889,179,2005-07-19,1,6.99,2005-07-11,7
4725,6072,2005-07-11,1790,339,2005-07-18,1,6.99,2005-07-11,7
4726,6073,2005-07-11,4243,466,2005-07-20,1,6.99,2005-07-11,7
4727,6074,2005-07-11,2876,259,2005-07-13,1,0.99,2005-07-11,7
4728,6075,2005-07-11,2160,283,2005-07-12,1,0.99,2005-07-11,7
4729,6076,2005-07-11,1792,143,2005-07-18,1,6.99,2005-07-11,7
4730,6077,2005-07-11,2154,542,2005-07-16,1,5.99,2005-07-11,7
4731,6078,2005-07-11,3985,91,2005-07-17,2,4.99,2005-07-11,7
4732,6079,2005-07-11,1494,119,2005-07-17,1,7.99,2005-07-11,7
4733,6080,2005-07-11,2682,115,2005-07-16,2,2.99,2005-07-11,7
4734,6081,2005-07-11,2286,72,2005-07-13,2,0.99,2005-07-11,7
4735,6082,2005-07-11,1091,82,2005-07-16,2,6.99,2005-07-11,7
4736,6083,2005-07-11,3183,285,2005-07-15,2,3.99,2005-07-11,7
4737,6084,2005-07-11,1334,479,2005-07-19,2,7.99,2005-07-11,7
4738,6085,2005-07-11,312,155,2005-07-16,2,4.99,2005-07-11,7
4739,6086,2005-07-11,1505,420,2005-07-16,1,3.99,2005-07-11,7
4740,6087,2005-07-11,198,155,2005-07-12,2,4.99,2005-07-11,7
4741,6088,2005-07-11,3796,498,2005-07-17,2,1.99,2005-07-11,7
4742,6089,2005-07-11,3298,580,2005-07-17,2,2.99,2005-07-11,7
4743,6090,2005-07-11,71,241,2005-07-20,2,6.99,2005-07-11,7
4744,6091,2005-07-11,580,383,2005-07-15,1,4.99,2005-07-11,7
4745,6092,2005-07-11,2129,75,2005-07-17,1,3.99,2005-07-11,7
4746,6093,2005-07-11,1868,117,2005-07-20,1,9.99,2005-07-11,7
4747,6094,2005-07-11,2684,285,2005-07-18,2,4.99,2005-07-11,7
4748,6095,2005-07-11,727,501,2005-07-19,1,7.99,2005-07-11,7
4749,6096,2005-07-11,2720,420,2005-07-14,1,4.99,2005-07-11,7
4750,6097,2005-07-11,297,416,2005-07-16,1,2.99,2005-07-11,7
4751,6098,2005-07-11,3016,525,2005-07-17,1,7.99,2005-07-11,7
4752,6099,2005-07-11,3865,469,2005-07-15,2,4.99,2005-07-11,7
4753,6100,2005-07-11,3485,16,2005-07-14,2,4.99,2005-07-11,7
4754,6101,2005-07-11,2618,508,2005-07-18,2,4.99,2005-07-11,7
4755,6102,2005-07-11,4305,146,2005-07-17,1,7.99,2005-07-11,7
4756,6103,2005-07-11,262,540,2005-07-16,1,2.99,2005-07-11,7
4757,6104,2005-07-11,3531,389,2005-07-17,1,2.99,2005-07-11,7
4758,6105,2005-07-11,3501,595,2005-07-19,1,6.99,2005-07-11,7
4759,6106,2005-07-11,2714,185,2005-07-20,1,2.99,2005-07-11,7
4760,6107,2005-07-11,3798,304,2005-07-14,2,0.99,2005-07-11,7
4761,6108,2005-07-11,4296,572,2005-07-13,2,2.99,2005-07-11,7
4762,6109,2005-07-11,3603,163,2005-07-13,2,0.99,2005-07-11,7
4763,6110,2005-07-11,541,405,2005-07-20,2,2.99,2005-07-11,7
4764,6111,2005-07-11,3504,300,2005-07-13,2,4.99,2005-07-11,7
4765,6112,2005-07-11,1311,366,2005-07-18,1,6.99,2005-07-11,7
4766,6113,2005-07-11,4437,115,2005-07-20,2,2.99,2005-07-11,7
4767,6114,2005-07-11,479,404,2005-07-18,2,1.99,2005-07-11,7
4768,6115,2005-07-11,3415,27,2005-07-13,1,0.99,2005-07-11,7
4769,6116,2005-07-11,247,381,2005-07-14,2,2.99,2005-07-11,7
4770,6117,2005-07-11,2613,135,2005-07-18,2,3.99,2005-07-11,7
4771,6118,2005-07-11,3013,13,2005-07-20,1,8.99,2005-07-11,7
4772,6119,2005-07-11,4281,472,2005-07-20,2,6.99,2005-07-11,7
4773,6120,2005-07-11,3299,268,2005-07-19,2,3.99,2005-07-11,7
4774,6121,2005-07-11,1613,347,2005-07-16,2,1.99,2005-07-11,7
4775,6122,2005-07-11,2212,32,2005-07-16,1,3.99,2005-07-11,7
4776,6123,2005-07-11,1354,200,2005-07-15,2,0.99,2005-07-11,7
4777,6124,2005-07-11,2022,368,2005-07-12,2,4.99,2005-07-11,7
4778,6125,2005-07-11,2439,307,2005-07-18,1,6.99,2005-07-11,7
4779,6126,2005-07-11,1069,230,2005-07-16,1,4.99,2005-07-11,7
4780,6127,2005-07-11,285,355,2005-07-12,1,0.99,2005-07-11,7
4781,6128,2005-07-11,2050,18,2005-07-13,1,2.99,2005-07-11,7
4782,6129,2005-07-11,3875,222,2005-07-18,1,2.99,2005-07-11,7
4783,6130,2005-07-11,2547,538,2005-07-16,2,2.99,2005-07-11,7
4784,6131,2005-07-11,3313,107,2005-07-14,1,2.99,2005-07-11,7
4785,6132,2005-07-11,3229,319,2005-07-13,1,2.99,2005-07-11,7
4786,6133,2005-07-11,1992,107,2005-07-13,1,0.99,2005-07-11,7
4787,6134,2005-07-11,3225,305,2005-07-18,2,7.99,2005-07-11,7
4788,6135,2005-07-11,833,325,2005-07-17,1,4.99,2005-07-11,7
4789,6136,2005-07-11,205,346,2005-07-14,1,4.99,2005-07-11,7
4790,6137,2005-07-11,2029,67,2005-07-13,2,2.99,2005-07-11,7
4791,6138,2005-07-11,1808,438,2005-07-13,2,4.99,2005-07-11,7
4792,6139,2005-07-11,3065,206,2005-07-17,2,3.99,2005-07-11,7
4793,6140,2005-07-11,2749,363,2005-07-14,1,4.99,2005-07-11,7
4794,6141,2005-07-11,2279,228,2005-07-17,1,1.99,2005-07-11,7
4795,6142,2005-07-11,1722,136,2005-07-18,2,3.99,2005-07-11,7
4796,6143,2005-07-11,1030,169,2005-07-19,2,3.99,2005-07-11,7
4797,6144,2005-07-11,1077,554,2005-07-15,2,2.99,2005-07-11,7
4798,6145,2005-07-11,1359,540,2005-07-19,1,7.99,2005-07-11,7
4799,6146,2005-07-11,3374,11,2005-07-20,2,6.99,2005-07-11,7
4800,6147,2005-07-11,910,35,2005-07-17,1,5.99,2005-07-11,7
4801,6148,2005-07-11,4318,410,2005-07-12,1,4.99,2005-07-11,7
4802,6149,2005-07-11,4337,26,2005-07-17,2,1.99,2005-07-11,7
4803,6150,2005-07-11,1110,418,2005-07-15,2,4.99,2005-07-11,7
4804,6151,2005-07-11,352,476,2005-07-12,1,2.99,2005-07-11,7
4805,6152,2005-07-11,560,361,2005-07-17,2,0.99,2005-07-11,7
4806,6153,2005-07-11,105,47,2005-07-19,1,9.99,2005-07-11,7
4807,6154,2005-07-11,2717,368,2005-07-16,1,5.99,2005-07-11,7
4808,6155,2005-07-11,785,229,2005-07-18,1,4.99,2005-07-11,7
4809,6156,2005-07-11,302,297,2005-07-15,1,4.99,2005-07-11,7
4810,6157,2005-07-11,4481,133,2005-07-16,2,4.99,2005-07-11,7
4811,6158,2005-07-11,3954,92,2005-07-13,2,0.99,2005-07-11,7
4812,6159,2005-07-11,126,225,2005-07-13,2,2.99,2005-07-11,7
4813,6160,2005-07-11,2716,110,2005-07-14,1,4.99,2005-07-11,7
4814,6161,2005-07-11,3681,524,2005-07-15,2,4.99,2005-07-11,7
4815,6162,2005-07-11,786,79,2005-07-19,2,5.99,2005-07-11,7
4816,6163,2005-07-11,1330,1,2005-07-19,2,7.99,2005-07-11,7
4817,6164,2005-07-11,2755,47,2005-07-14,1,0.99,2005-07-11,7
4818,6165,2005-07-11,3540,9,2005-07-17,1,5.99,2005-07-11,7
4819,6166,2005-07-11,967,503,2005-07-12,1,4.99,2005-07-11,7
4820,6167,2005-07-11,3255,200,2005-07-14,1,2.99,2005-07-11,7
4821,6168,2005-07-11,284,77,2005-07-14,2,0.99,2005-07-11,7
4822,6169,2005-07-11,2781,148,2005-07-19,2,1.99,2005-07-11,7
4823,6170,2005-07-11,278,580,2005-07-16,2,2.99,2005-07-11,7
4824,6171,2005-07-11,448,491,2005-07-16,1,2.99,2005-07-11,7
4825,6172,2005-07-11,3514,219,2005-07-14,1,4.99,2005-07-11,7
4826,6173,2005-07-11,4252,419,2005-07-15,1,0.99,2005-07-11,7
4827,6174,2005-07-11,3123,7,2005-07-18,2,1.99,2005-07-11,7
4828,6175,2005-07-11,3037,195,2005-07-15,1,4.99,2005-07-11,7
4829,6176,2005-07-11,2969,279,2005-07-12,2,0.99,2005-07-11,7
4830,6177,2005-07-11,313,589,2005-07-17,1,4.99,2005-07-11,7
4831,6178,2005-07-11,2777,91,2005-07-16,2,2.99,2005-07-11,7
4832,6179,2005-07-11,3665,42,2005-07-17,1,2.99,2005-07-11,7
4833,6180,2005-07-11,4401,351,2005-07-19,2,3.99,2005-07-11,7
4834,6181,2005-07-11,4398,200,2005-07-15,1,4.99,2005-07-11,7
4835,6182,2005-07-11,2562,540,2005-07-17,2,2.99,2005-07-11,7
4836,6183,2005-07-11,856,402,2005-07-16,1,2.99,2005-07-11,7
4837,6184,2005-07-11,1131,146,2005-07-19,1,6.99,2005-07-11,7
4838,6185,2005-07-11,4331,294,2005-07-18,2,5.99,2005-07-11,7
4839,6186,2005-07-11,2086,128,2005-07-17,2,2.99,2005-07-11,7
4840,6187,2005-07-11,3344,500,2005-07-12,1,2.99,2005-07-11,7
4841,6188,2005-07-11,189,114,2005-07-15,1,2.99,2005-07-11,7
4842,6189,2005-07-11,3800,552,2005-07-20,2,4.99,2005-07-11,7
4843,6190,2005-07-11,2564,321,2005-07-19,2,2.99,2005-07-11,7
4844,6191,2005-07-11,3448,480,2005-07-17,1,2.99,2005-07-11,7
4845,6192,2005-07-11,4573,314,2005-07-19,1,5.99,2005-07-11,7
4846,6193,2005-07-11,465,189,2005-07-19,2,5.99,2005-07-11,7
4847,6194,2005-07-11,1049,83,2005-07-15,2,2.99,2005-07-11,7
4848,6195,2005-07-11,4193,319,2005-07-16,2,4.99,2005-07-11,7
4849,6196,2005-07-11,995,429,2005-07-18,2,7.99,2005-07-11,7
4850,6197,2005-07-11,4156,596,2005-07-12,1,4.99,2005-07-11,7
4851,6198,2005-07-11,3345,470,2005-07-18,2,2.99,2005-07-11,7
4852,6199,2005-07-11,4329,80,2005-07-18,2,5.99,2005-07-11,7
4853,6200,2005-07-11,3258,137,2005-07-17,2,0.99,2005-07-11,7
4854,6201,2005-07-11,4530,559,2005-07-12,2,4.99,2005-07-11,7
4855,6202,2005-07-11,1424,373,2005-07-18,1,3.99,2005-07-11,7
4856,6203,2005-07-11,1001,408,2005-07-15,1,4.99,2005-07-11,7
4857,6204,2005-07-11,2572,362,2005-07-13,2,4.99,2005-07-11,7
4858,6205,2005-07-11,3442,303,2005-07-13,2,4.99,2005-07-11,7
4859,6206,2005-07-11,1368,459,2005-07-15,2,0.99,2005-07-11,7
4860,6207,2005-07-11,3226,143,2005-07-14,2,4.99,2005-07-11,7
4861,6208,2005-07-11,672,31,2005-07-19,1,3.99,2005-07-11,7
4862,6209,2005-07-11,3091,219,2005-07-17,2,2.99,2005-07-11,7
4863,6210,2005-07-11,931,209,2005-07-17,2,0.99,2005-07-11,7
4864,6211,2005-07-11,2699,6,2005-07-20,2,5.99,2005-07-11,7
4865,6212,2005-07-11,3962,337,2005-07-15,2,0.99,2005-07-11,7
4866,6213,2005-07-11,485,23,2005-07-16,2,2.99,2005-07-11,7
4867,6214,2005-07-11,1258,49,2005-07-18,2,4.99,2005-07-11,7
4868,6215,2005-07-11,316,390,2005-07-12,1,4.99,2005-07-11,7
4869,6216,2005-07-11,3571,387,2005-07-13,1,4.99,2005-07-11,7
4870,6217,2005-07-11,1090,177,2005-07-19,2,9.99,2005-07-11,7
4871,6218,2005-07-11,815,410,2005-07-16,2,5.99,2005-07-11,7
4872,6219,2005-07-11,38,303,2005-07-13,2,4.99,2005-07-11,7
4873,6220,2005-07-11,1717,421,2005-07-12,2,0.99,2005-07-11,7
4874,6221,2005-07-11,1699,393,2005-07-15,1,2.99,2005-07-11,7
4875,6222,2005-07-11,2066,386,2005-07-13,1,2.99,2005-07-11,7
4876,6223,2005-07-11,3754,192,2005-07-12,1,0.99,2005-07-11,7
4877,6224,2005-07-11,3274,475,2005-07-16,1,4.99,2005-07-11,7
4878,6225,2005-07-11,2483,204,2005-07-14,1,2.99,2005-07-11,7
4879,6226,2005-07-11,2758,134,2005-07-15,2,2.99,2005-07-11,7
4880,6227,2005-07-11,1654,210,2005-07-18,1,4.99,2005-07-11,7
4881,6228,2005-07-11,2281,367,2005-07-17,2,2.99,2005-07-11,7
4882,6229,2005-07-11,3137,399,2005-07-20,1,6.99,2005-07-11,7
4883,6230,2005-07-11,2260,490,2005-07-17,2,2.99,2005-07-11,7
4884,6231,2005-07-11,2526,122,2005-07-13,2,0.99,2005-07-11,7
4885,6232,2005-07-11,2492,590,2005-07-20,2,4.99,2005-07-11,7
4886,6233,2005-07-11,3731,378,2005-07-15,2,1.99,2005-07-11,7
4887,6234,2005-07-11,2911,232,2005-07-19,1,5.99,2005-07-11,7
4888,6235,2005-07-11,2659,379,2005-07-17,2,7.99,2005-07-11,7
4889,6236,2005-07-11,3813,338,2005-07-14,2,2.99,2005-07-11,7
4890,6237,2005-07-11,2215,166,2005-07-15,1,0.99,2005-07-11,7
4891,6238,2005-07-11,3749,23,2005-07-14,1,2.99,2005-07-11,7
4892,6239,2005-07-11,4107,132,2005-07-17,2,6.99,2005-07-11,7
4893,6240,2005-07-11,640,524,2005-07-20,1,6.99,2005-07-11,7
4894,6241,2005-07-11,4449,74,2005-07-18,1,7.99,2005-07-11,7
4895,6242,2005-07-11,670,245,2005-07-12,2,2.99,2005-07-11,7
4896,6243,2005-07-11,3456,26,2005-07-15,2,2.99,2005-07-11,7
