ID thanh toán,ID khách hàng,ID nhân viên,ID thuê,S? ti?n,Ngày thanh toán
20865,409,1,14697,4.99,3/21/2007
20866,410,1,10402,4.99,3/1/2007
20867,410,1,10837,2.99,3/1/2007
20868,410,1,11107,0.99,3/2/2007
20869,410,1,11187,10.99,3/2/2007
20870,410,1,11472,6.99,3/2/2007
20871,410,1,11694,6.99,3/17/2007
20872,410,2,12955,8.99,3/19/2007
20873,410,1,13460,4.99,3/19/2007
20874,410,2,13748,2.99,3/20/2007
20875,410,2,13948,6.99,3/20/2007
20876,410,1,14237,3.99,3/21/2007
20877,410,2,14298,4.99,3/21/2007
20878,410,1,14319,4.99,3/21/2007
20879,410,2,14819,2.99,3/21/2007
20880,410,1,15211,2.99,3/22/2007
20881,410,2,15392,3.99,3/22/2007
20882,410,1,15518,4.99,3/23/2007
20883,411,2,11294,2.99,3/2/2007
20884,411,1,11997,5.99,3/17/2007
20885,411,2,13634,0.99,3/20/2007
20886,411,2,13656,7.99,3/20/2007
20887,411,2,14480,2.99,3/21/2007
20888,411,1,14772,5.99,3/21/2007
20889,411,2,14996,2.99,3/22/2007
20890,411,1,15936,0.99,3/23/2007
20891,412,2,10381,2.99,3/1/2007
20892,412,1,10467,5.99,3/1/2007
20893,412,2,11027,4.99,3/2/2007
20894,412,1,14068,3.99,3/20/2007
20895,412,1,14535,6.99,3/21/2007
20896,412,2,15354,4.99,3/22/2007
20897,412,2,15732,4.99,3/23/2007
20898,412,1,15781,8.99,3/23/2007
20899,413,1,10909,2.99,3/2/2007
20900,413,2,11304,2.99,3/2/2007
20901,413,1,11468,0.99,3/2/2007
20902,413,1,11532,0.99,3/16/2007
20903,413,2,12552,2.99,3/18/2007
20904,413,1,13010,3.99,3/19/2007
20905,413,1,13318,2.99,3/19/2007
20906,413,2,13824,4.99,3/20/2007
20907,413,2,13887,4.99,3/20/2007
20908,413,1,14773,2.99,3/21/2007
20909,413,1,15678,2.99,3/23/2007
20910,414,1,11706,0.99,3/17/2007
20911,414,2,12930,4.99,3/19/2007
20912,414,1,13042,0.99,3/19/2007
20913,414,1,13242,2.99,3/19/2007
20914,414,1,13308,7.99,3/19/2007
20915,414,1,13404,0.99,3/19/2007
20916,414,2,13494,2.99,3/20/2007
20917,414,2,13657,4.99,3/20/2007
20918,414,1,15140,6.99,3/22/2007
20919,414,2,15481,0.99,3/23/2007
20920,415,1,10263,5.99,3/1/2007
20921,415,1,10553,2.99,3/1/2007
20922,415,2,11310,1.99,3/2/2007
20923,415,2,12128,5.99,3/17/2007
20924,415,2,12588,2.99,3/18/2007
20925,415,2,13729,8.99,3/20/2007
20926,415,1,14992,4.99,3/22/2007
20927,415,2,15121,4.99,3/22/2007
20928,415,1,15959,0.99,3/23/2007
20929,416,1,10254,3.99,3/1/2007
20930,416,1,10354,2.99,3/1/2007
20931,416,1,10742,6.99,3/1/2007
20932,416,1,10937,6.99,3/2/2007
20933,416,2,11047,5.99,3/2/2007
20934,416,1,11557,6.99,3/16/2007
20935,416,1,12722,8.99,3/18/2007
20936,416,1,12932,4.99,3/19/2007
20937,416,1,14239,4.99,3/21/2007
20938,416,1,15235,1.99,3/22/2007
20939,416,2,15470,4.99,3/23/2007
20940,416,1,15727,2.99,3/23/2007
20941,416,2,15761,0.99,3/23/2007
20942,417,1,10478,0.99,3/1/2007
20943,417,1,11217,7.99,3/2/2007
20944,417,1,11291,6.99,3/2/2007
20945,417,2,11303,0.99,3/2/2007
20946,417,2,12074,0.99,3/17/2007
20947,417,2,12281,4.99,3/18/2007
20948,417,1,13545,4.99,3/20/2007
20949,417,1,13927,1.99,3/20/2007
20950,417,2,14121,4.99,3/20/2007
20951,417,1,14304,6.99,3/21/2007
20952,417,1,14607,2.99,3/21/2007
20953,417,2,14882,2.99,3/22/2007
20954,417,1,15795,0.99,3/23/2007
20955,418,2,10537,5.99,3/1/2007
20956,418,1,10709,0.99,3/1/2007
20957,418,2,10915,2.99,3/2/2007
20958,418,1,11270,2.99,3/2/2007
20959,418,2,11322,3.99,3/2/2007
20960,418,2,11409,1.99,3/2/2007
20961,418,1,11650,4.99,3/17/2007
20962,418,1,11769,2.99,3/17/2007
20963,418,1,11910,0.99,3/17/2007
20964,418,2,13312,0.99,3/19/2007
20965,418,1,13537,2.99,3/20/2007
20966,418,1,13970,0.99,3/20/2007
20967,418,1,14484,0.99,3/21/2007
20968,418,1,14836,4.99,3/22/2007
20969,418,2,14860,2.99,3/22/2007
20970,418,1,15466,4.99,3/22/2007
20971,418,2,15957,5.99,3/23/2007
20972,419,1,10372,2.99,3/1/2007
20973,419,2,11025,4.99,3/2/2007
20974,419,1,11313,2.99,3/2/2007
20975,419,2,11323,2.99,3/2/2007
20976,419,1,11425,2.99,3/2/2007
20977,419,2,11689,6.99,3/17/2007
20978,419,1,12460,7.99,3/18/2007
20979,419,1,12720,5.99,3/18/2007
20980,419,2,14308,0.99,3/21/2007
20981,419,2,15779,4.99,3/23/2007
20982,420,2,10291,4.99,3/1/2007
20983,420,2,10601,10.99,3/1/2007
20984,420,1,10766,4.99,3/1/2007
20985,420,2,11236,5.99,3/2/2007
20986,420,2,14525,0.99,3/21/2007
20987,420,2,15597,0.99,3/23/2007
20988,421,2,11089,2.99,3/2/2007
20989,421,1,11263,4.99,3/2/2007
20990,421,1,11523,3.99,3/16/2007
20991,421,1,12279,4.99,3/18/2007
20992,421,2,13461,9.99,3/19/2007
20993,421,1,13872,4.99,3/20/2007
20994,421,1,14742,4.99,3/21/2007
20995,421,1,14887,3.99,3/22/2007
20996,422,2,10833,6.99,3/1/2007
20997,422,2,11325,6.99,3/2/2007
20998,422,1,11658,2.99,3/17/2007
20999,422,1,11842,4.99,3/17/2007
21000,422,1,12907,9.99,3/19/2007
21001,422,2,13216,1.99,3/19/2007
21002,422,2,13625,1.99,3/20/2007
21003,422,2,13709,0.99,3/20/2007
21004,422,2,13722,4.99,3/20/2007
21005,422,1,14861,4.99,3/22/2007
21006,422,1,15272,3.99,3/22/2007
21007,422,1,15273,2.99,3/22/2007
21008,422,2,15316,2.99,3/22/2007
21009,423,1,10488,2.99,3/1/2007
21010,423,1,11091,2.99,3/2/2007
21011,423,2,11514,4.99,3/16/2007
21012,423,2,12806,4.99,3/18/2007
21013,423,2,14191,6.99,3/21/2007
21014,423,2,14902,4.99,3/22/2007
21015,423,1,15380,0.99,3/22/2007
21016,423,1,15755,4.99,3/23/2007
21017,424,2,10369,4.99,3/1/2007
21018,424,1,10866,2.99,3/1/2007
21019,424,2,11374,2.99,3/2/2007
21020,424,2,11562,6.99,3/16/2007
21021,424,2,11833,2.99,3/17/2007
21022,424,2,12729,0.99,3/18/2007
21023,424,2,13793,3.99,3/20/2007
21024,424,2,15113,0.99,3/22/2007
21025,424,2,15941,9.99,3/23/2007
21026,425,1,10545,0.99,3/1/2007
21027,425,2,13040,0.99,3/19/2007
21028,425,2,14089,5.99,3/20/2007
21029,425,2,14881,4.99,3/22/2007
21030,425,1,15064,0.99,3/22/2007
21031,425,2,15784,6.99,3/23/2007
21032,425,2,16036,2.99,3/23/2007
21033,426,1,10505,1.99,3/1/2007
21034,426,2,11237,0.99,3/2/2007
21035,426,2,11876,0.99,3/17/2007
21036,426,2,11938,6.99,3/17/2007
21037,426,2,12548,5.99,3/18/2007
21038,426,2,12707,4.99,3/18/2007
21039,426,1,12822,4.99,3/18/2007
21040,426,2,13834,2.99,3/20/2007
21041,426,2,14151,6.99,3/21/2007
21042,426,2,14826,2.99,3/22/2007
21043,427,1,10417,4.99,3/1/2007
21044,427,1,10464,5.99,3/1/2007
21045,427,2,10560,4.99,3/1/2007
21046,427,1,11024,5.99,3/2/2007
21047,427,1,13720,1.99,3/20/2007
21048,427,2,14201,6.99,3/21/2007
21049,427,1,14287,3.99,3/21/2007
21050,427,1,15330,3.99,3/22/2007
21051,428,2,10577,4.99,3/1/2007
21052,428,2,10888,2.99,3/1/2007
21053,428,2,11536,0.99,3/16/2007
21054,429,1,12259,2.99,3/18/2007
21055,429,1,12953,4.99,3/19/2007
21056,429,2,14495,4.99,3/21/2007
21057,430,1,12723,0.99,3/18/2007
21058,430,1,12965,4.99,3/19/2007
21059,430,1,13007,0.99,3/19/2007
21060,430,2,13452,0.99,3/19/2007
21061,430,2,13454,2.99,3/19/2007
21062,430,1,14058,5.99,3/20/2007
21063,430,1,15031,4.99,3/22/2007
21064,431,2,10508,0.99,3/1/2007
21065,431,1,10527,4.99,3/1/2007
21066,431,2,10959,6.99,3/2/2007
21067,431,2,11538,2.99,3/16/2007
21068,431,1,12273,6.99,3/18/2007
21069,431,2,13153,1.99,3/19/2007
21070,431,1,13784,4.99,3/20/2007
21071,431,1,15809,2.99,3/23/2007
21072,431,1,15960,2.99,3/23/2007
21073,432,2,11870,0.99,3/17/2007
21074,432,1,12767,6.99,3/18/2007
21075,432,1,14027,2.99,3/20/2007
21076,432,1,15523,4.99,3/23/2007
21077,432,1,15713,6.99,3/23/2007
21078,433,1,10663,4.99,3/1/2007
21079,433,1,11664,2.99,3/17/2007
21080,433,2,12669,6.99,3/18/2007
21081,433,2,13273,4.99,3/19/2007
21082,433,1,13801,4.99,3/20/2007
21083,433,2,14523,4.99,3/21/2007
21084,433,1,14559,6.99,3/21/2007
21085,433,2,15476,4.99,3/23/2007
21086,433,1,15502,5.99,3/23/2007
21087,434,1,11242,3.99,3/2/2007
21088,434,1,11867,2.99,3/17/2007
21089,434,2,12030,2.99,3/17/2007
21090,434,2,12146,2.99,3/17/2007
21091,434,2,12624,7.99,3/18/2007
21092,434,2,13359,9.99,3/19/2007
21093,434,1,13383,7.99,3/19/2007
21094,434,2,14553,4.99,3/21/2007
21095,434,2,15016,3.99,3/22/2007
21096,434,2,15385,4.99,3/22/2007
21097,435,1,10998,6.99,3/2/2007
21098,435,1,11041,2.99,3/2/2007
21099,435,1,11786,3.99,3/17/2007
21100,435,1,11796,0.99,3/17/2007
21101,435,2,12046,0.99,3/17/2007
21102,435,1,12741,4.99,3/18/2007
21103,435,2,13208,0.99,3/19/2007
21104,435,1,14696,4.99,3/21/2007
21105,435,1,14765,1.99,3/21/2007
21106,435,1,14850,0.99,3/22/2007
21107,435,1,15136,2.99,3/22/2007
21108,436,2,11160,0.99,3/2/2007
21109,436,1,11580,2.99,3/17/2007
21110,436,2,11615,4.99,3/17/2007
21111,436,2,11896,5.99,3/17/2007
21112,436,2,12297,0.99,3/18/2007
21113,436,2,12429,6.99,3/18/2007
21114,436,2,13099,9.99,3/19/2007
21115,436,2,13382,7.99,3/19/2007
21116,436,1,13533,3.99,3/20/2007
21117,436,1,13760,5.99,3/20/2007
21118,436,1,13814,0.99,3/20/2007
21119,436,2,13826,2.99,3/20/2007
21120,436,2,15766,4.99,3/23/2007
21121,437,2,10249,0.99,3/1/2007
21122,437,2,11417,3.99,3/2/2007
21123,437,1,12205,8.99,3/18/2007
21124,437,2,13838,7.99,3/20/2007
21125,437,1,13839,2.99,3/20/2007
21126,437,1,13905,1.99,3/20/2007
21127,437,1,14993,1.99,3/22/2007
21128,438,1,10512,6.99,3/1/2007
21129,438,1,10607,4.99,3/1/2007
21130,438,2,11644,4.99,3/17/2007
21131,438,2,11933,4.99,3/17/2007
21132,438,2,12654,0.99,3/18/2007
21133,438,2,13319,7.99,3/19/2007
21134,438,1,13414,4.99,3/19/2007
21135,438,2,14582,5.99,3/21/2007
21136,438,2,15893,5.99,3/23/2007
21137,439,2,10744,1.99,3/1/2007
21138,439,1,10905,2.99,3/2/2007
21139,439,2,11042,6.99,3/2/2007
21140,439,2,11544,5.99,3/16/2007
21141,439,1,11989,2.99,3/17/2007
21142,439,1,12621,2.99,3/18/2007
21143,439,2,12755,5.99,3/18/2007
21144,439,2,12826,3.99,3/18/2007
21145,439,2,13358,4.99,3/19/2007
21146,439,2,14730,5.99,3/21/2007
21147,439,2,15044,9.99,3/22/2007
21148,439,2,15162,4.99,3/22/2007
21149,439,2,15653,4.99,3/23/2007
21150,439,1,15818,1.99,3/23/2007
21151,439,1,16018,0.99,3/23/2007
21152,440,2,12403,6.99,3/18/2007
21153,440,1,12850,0.99,3/19/2007
21154,440,2,13384,4.99,3/19/2007
21155,440,2,13779,2.99,3/20/2007
21156,440,1,14555,0.99,3/21/2007
21157,440,2,14863,7.99,3/22/2007
21158,440,2,15264,0.99,3/22/2007
21159,440,1,15925,4.99,3/23/2007
21160,441,1,10846,1.99,3/1/2007
21161,441,2,11247,1.99,3/2/2007
21162,441,2,13483,2.99,3/19/2007
21163,441,2,13739,4.99,3/20/2007
21164,441,1,13932,4.99,3/20/2007
21165,441,2,14796,4.99,3/21/2007
21166,441,2,15070,3.99,3/22/2007
21167,442,2,10365,6.99,3/1/2007
21168,442,2,10452,0.99,3/1/2007
21169,442,1,12948,0.99,3/19/2007
21170,442,2,13004,0.99,3/19/2007
21171,442,1,13155,7.99,3/19/2007
21172,442,2,14199,0.99,3/21/2007
21173,442,1,14418,1.99,3/21/2007
21174,442,1,14466,0.99,3/21/2007
21175,442,2,15207,2.99,3/22/2007
21176,443,2,10360,0.99,3/1/2007
21177,443,1,11449,4.99,3/2/2007
21178,443,1,12415,4.99,3/18/2007
21179,443,2,12857,4.99,3/19/2007
21180,443,1,13489,2.99,3/19/2007
21181,443,1,14561,2.99,3/21/2007
21182,443,2,14611,6.99,3/21/2007
21183,443,1,15182,0.99,3/22/2007
21184,443,2,15393,4.99,3/22/2007
21185,443,1,15519,0.99,3/23/2007
21186,444,1,10529,4.99,3/1/2007
21187,444,1,10693,4.99,3/1/2007
21188,444,2,11353,0.99,3/2/2007
21189,444,2,11419,6.99,3/2/2007
21190,444,1,11728,4.99,3/17/2007
21191,444,1,12161,6.99,3/17/2007
21192,444,2,12712,2.99,3/18/2007
21193,444,2,12946,2.99,3/19/2007
21194,444,1,13488,0.99,3/19/2007
21195,444,2,13559,2.99,3/20/2007
21196,444,1,13924,0.99,3/20/2007
21197,444,1,15249,4.99,3/22/2007
21198,444,1,15557,0.99,3/23/2007
21199,444,2,15815,4.99,3/23/2007
21200,445,2,10334,1.99,3/1/2007
21201,445,2,10341,0.99,3/1/2007
21202,445,2,10936,9.99,3/2/2007
21203,445,1,11383,7.99,3/2/2007
21204,445,1,11868,4.99,3/17/2007
21205,445,1,11877,3.99,3/17/2007
21206,445,2,13586,0.99,3/20/2007
21207,445,1,14612,6.99,3/21/2007
21208,445,2,14673,2.99,3/21/2007
21209,445,1,14866,6.99,3/22/2007
21210,445,1,14955,4.99,3/22/2007
21211,445,1,15123,3.99,3/22/2007
21212,445,1,15791,6.99,3/23/2007
21213,445,2,15906,2.99,3/23/2007
21214,446,1,11051,3.99,3/2/2007
21215,446,2,12253,0.99,3/18/2007
21216,446,2,12480,8.99,3/18/2007
21217,446,1,15808,1.99,3/23/2007
21218,446,2,15951,0.99,3/23/2007
21219,447,1,10425,2.99,3/1/2007
21220,447,2,10957,5.99,3/2/2007
21221,447,2,11108,0.99,3/2/2007
21222,447,1,11465,5.99,3/2/2007
21223,447,2,12511,0.99,3/18/2007
21224,447,1,13072,2.99,3/19/2007
21225,447,2,13110,0.99,3/19/2007
21226,447,1,13848,4.99,3/20/2007
21227,447,2,14443,5.99,3/21/2007
21228,447,1,15108,2.99,3/22/2007
21229,447,1,15997,4.99,3/23/2007
21230,447,2,16032,4.99,3/23/2007
21231,448,2,11608,8.99,3/17/2007
21232,448,1,11798,9.99,3/17/2007
21233,448,1,12446,2.99,3/18/2007
21234,448,1,13220,2.99,3/19/2007
21235,448,2,13250,3.99,3/19/2007
21236,448,1,13982,3.99,3/20/2007
21237,448,1,14580,3.99,3/21/2007
21238,448,1,14711,2.99,3/21/2007
21239,448,2,15358,9.99,3/22/2007
21240,448,1,15427,4.99,3/22/2007
21241,449,2,10409,2.99,3/1/2007
21242,449,1,10416,4.99,3/1/2007
21243,449,1,10516,6.99,3/1/2007
21244,449,2,10688,6.99,3/1/2007
21245,449,1,12212,4.99,3/18/2007
21246,449,2,14962,7.99,3/22/2007
21247,450,2,10432,2.99,3/1/2007
21248,450,1,10984,3.99,3/2/2007
21249,450,2,12812,0.99,3/18/2007
21250,450,2,13731,4.99,3/20/2007
21251,450,1,13810,0.99,3/20/2007
21252,450,1,13828,4.99,3/20/2007
21253,450,1,14282,4.99,3/21/2007
21254,450,2,15019,0.99,3/22/2007
21255,450,1,15327,4.99,3/22/2007
21256,450,2,15419,4.99,3/22/2007
21257,451,2,10337,8.99,3/1/2007
21258,451,1,10856,2.99,3/1/2007
21259,451,2,10950,2.99,3/2/2007
21260,451,2,11167,6.99,3/2/2007
21261,451,2,11381,6.99,3/2/2007
21262,451,1,11790,2.99,3/17/2007
21263,451,2,12371,2.99,3/18/2007
21264,451,1,12422,4.99,3/18/2007
21265,451,2,13003,1.99,3/19/2007
21266,451,2,13100,2.99,3/19/2007
21267,451,2,13252,2.99,3/19/2007
21268,451,2,13380,0.99,3/19/2007
21269,451,1,13666,2.99,3/20/2007
21270,451,1,13705,2.99,3/20/2007
21271,451,2,14500,0.99,3/21/2007
21272,451,1,15651,4.99,3/23/2007
21273,452,2,11715,4.99,3/17/2007
21274,452,1,11735,3.99,3/17/2007
21275,452,1,12355,0.99,3/18/2007
21276,452,1,12630,4.99,3/18/2007
21277,452,1,13080,4.99,3/19/2007
21278,452,1,13642,3.99,3/20/2007
21279,452,1,14660,0.99,3/21/2007
21280,452,1,15909,0.99,3/23/2007
21281,453,1,11794,4.99,3/17/2007
21282,453,1,12703,2.99,3/18/2007
21283,453,1,13711,7.99,3/20/2007
21284,453,1,13785,4.99,3/20/2007
21285,453,1,14133,2.99,3/21/2007
21286,453,2,14306,5.99,3/21/2007
21287,453,2,14644,4.99,3/21/2007
21288,453,1,14652,4.99,3/21/2007
21289,453,1,15252,0.99,3/22/2007
21290,453,2,15627,4.99,3/23/2007
21291,454,2,12347,0.99,3/18/2007
21292,454,1,12553,0.99,3/18/2007
21293,454,2,13496,8.99,3/20/2007
21294,454,2,13513,2.99,3/20/2007
21295,454,2,13694,8.99,3/20/2007
21296,454,1,13805,6.99,3/20/2007
21297,454,1,14799,0.99,3/21/2007
21298,454,2,14843,2.99,3/22/2007
21299,454,2,15012,4.99,3/22/2007
21300,454,1,15301,3.99,3/22/2007
21301,454,2,15608,1.99,3/23/2007
21302,455,1,10436,0.99,3/1/2007
21303,455,1,11605,4.99,3/17/2007
21304,455,1,12163,2.99,3/17/2007
21305,455,1,12314,4.99,3/18/2007
21306,455,2,13083,2.99,3/19/2007
21307,455,2,13813,4.99,3/20/2007
21308,455,1,14294,2.99,3/21/2007
21309,455,2,14583,4.99,3/21/2007
21310,455,1,15494,1.99,3/23/2007
21311,456,2,10519,5.99,3/1/2007
21312,456,1,10813,2.99,3/1/2007
21313,456,1,12188,4.99,3/18/2007
21314,456,1,13144,8.99,3/19/2007
21315,456,1,13348,4.99,3/19/2007
21316,456,1,13547,4.99,3/20/2007
21317,456,2,14253,2.99,3/21/2007
21318,456,2,14690,1.99,3/21/2007
21319,456,1,15720,3.99,3/23/2007
21320,456,1,15910,2.99,3/23/2007
21321,457,2,11956,6.99,3/17/2007
21322,457,1,12115,4.99,3/17/2007
21323,457,1,12171,4.99,3/17/2007
21324,457,1,13088,0.99,3/19/2007
21325,457,1,13150,2.99,3/19/2007
21326,457,2,13934,0.99,3/20/2007
21327,457,2,14327,10.99,3/21/2007
21328,457,1,14365,6.99,3/21/2007
21329,457,1,15128,3.99,3/22/2007
21330,458,2,11138,2.99,3/2/2007
21331,458,2,11975,2.99,3/17/2007
21332,458,2,12768,0.99,3/18/2007
21333,458,2,13259,2.99,3/19/2007
21334,458,2,13487,2.99,3/19/2007
21335,458,2,13571,4.99,3/20/2007
21336,458,2,14428,4.99,3/21/2007
21337,458,1,15604,4.99,3/23/2007
21338,459,1,10233,6.99,3/1/2007
21339,459,2,10255,4.99,3/1/2007
21340,459,1,10499,7.99,3/1/2007
21341,459,1,10531,2.99,3/1/2007
21342,459,1,12527,6.99,3/18/2007
21343,459,1,12629,7.99,3/18/2007
21344,459,2,13960,10.99,3/20/2007
21345,459,1,13967,4.99,3/20/2007
21346,459,1,14315,3.99,3/21/2007
21347,459,1,15126,5.99,3/22/2007
21348,459,2,15342,2.99,3/22/2007
21349,459,1,15814,0.99,3/23/2007
21350,460,2,10754,10.99,3/1/2007
21351,460,1,10926,1.99,3/2/2007
21352,460,2,11554,2.99,3/16/2007
21353,460,1,12056,5.99,3/17/2007
21354,460,2,12586,4.99,3/18/2007
21355,460,1,12865,0.99,3/19/2007
21356,460,2,13215,8.99,3/19/2007
21357,460,1,13341,3.99,3/19/2007
21358,460,2,13920,5.99,3/20/2007
21359,460,2,14864,0.99,3/22/2007
21360,460,1,14923,3.99,3/22/2007
21361,460,2,15954,2.99,3/23/2007
21362,461,1,10260,2.99,3/1/2007
21363,461,2,11063,0.99,3/2/2007
21364,461,2,11219,0.99,3/2/2007
21365,461,2,12022,2.99,3/17/2007
21366,461,1,13223,2.99,3/19/2007
21367,461,1,13269,2.99,3/19/2007
21368,461,1,14186,4.99,3/21/2007
21369,461,1,14893,4.99,3/22/2007
21370,461,1,15067,2.99,3/22/2007
21371,461,2,15187,4.99,3/22/2007
21372,461,1,15336,6.99,3/22/2007
21373,461,2,15411,2.99,3/22/2007
21374,461,2,15449,2.99,3/22/2007
21375,461,2,15613,7.99,3/23/2007
21376,462,1,10283,2.99,3/1/2007
21377,462,2,11639,6.99,3/17/2007
21378,462,1,11808,2.99,3/17/2007
21379,462,1,12466,4.99,3/18/2007
21380,462,2,12582,0.99,3/18/2007
21381,462,1,12802,8.99,3/18/2007
21382,462,2,13041,8.99,3/19/2007
21383,462,1,13328,4.99,3/19/2007
21384,462,1,13492,7.99,3/20/2007
21385,462,2,15581,2.99,3/23/2007
21386,462,1,15943,2.99,3/23/2007
21387,462,1,16013,0.99,3/23/2007
21388,463,1,10275,3.99,3/1/2007
21389,463,2,10405,0.99,3/1/2007
21390,463,2,10906,2.99,3/2/2007
21391,463,2,12096,7.99,3/17/2007
21392,463,2,12679,6.99,3/18/2007
21393,463,1,12950,2.99,3/19/2007
21394,463,2,13938,4.99,3/20/2007
21395,463,1,14689,0.99,3/21/2007
21396,463,1,14859,2.99,3/22/2007
21397,463,2,15151,7.99,3/22/2007
21398,464,2,11275,1.99,3/2/2007
21399,464,1,13644,8.99,3/20/2007
21400,464,2,13943,2.99,3/20/2007
21401,464,1,15092,6.99,3/22/2007
21402,464,2,15854,0.99,3/23/2007
21403,464,1,15983,4.99,3/23/2007
21404,465,1,10542,3.99,3/1/2007
21405,465,1,11156,2.99,3/2/2007
21406,465,1,11586,4.99,3/17/2007
21407,465,2,11648,6.99,3/17/2007
21408,465,2,12106,4.99,3/17/2007
21409,465,1,12814,4.99,3/18/2007
21410,465,1,12864,4.99,3/19/2007
21411,465,1,15550,3.99,3/23/2007
21412,465,2,15859,4.99,3/23/2007
21413,466,1,10469,4.99,3/1/2007
21414,466,2,11343,0.99,3/2/2007
21415,466,1,11359,4.99,3/2/2007
21416,466,1,12048,7.99,3/17/2007
21417,466,1,13478,2.99,3/19/2007
21418,466,1,13884,5.99,3/20/2007
21419,466,1,13988,4.99,3/20/2007
21420,466,2,14546,2.99,3/21/2007
21421,466,2,15230,4.99,3/22/2007
21422,466,1,16005,7.99,3/23/2007
21423,467,2,10239,0.99,3/1/2007
21424,467,2,11332,2.99,3/2/2007
21425,467,1,11874,4.99,3/17/2007
21426,467,1,12266,2.99,3/18/2007
21427,467,1,12437,9.99,3/18/2007
21428,467,1,12641,2.99,3/18/2007
21429,467,1,14402,2.99,3/21/2007
21430,467,1,14451,0.99,3/21/2007
21431,467,1,14842,3.99,3/22/2007
21432,467,1,15032,0.99,3/22/2007
21433,467,2,15830,2.99,3/23/2007
21434,468,2,11257,10.99,3/2/2007
21435,468,2,11633,4.99,3/17/2007
21436,468,2,12026,6.99,3/17/2007
21437,468,2,13221,3.99,3/19/2007
21438,468,1,13417,0.99,3/19/2007
21439,468,2,14154,4.99,3/21/2007
21440,468,2,14210,4.99,3/21/2007
21441,468,1,14309,9.99,3/21/2007
21442,468,1,14313,2.99,3/21/2007
21443,468,1,14614,9.99,3/21/2007
21444,468,2,15435,4.99,3/22/2007
21445,468,1,15522,1.99,3/23/2007
21446,468,1,15836,2.99,3/23/2007
21447,468,2,16044,0.99,3/23/2007
21448,469,1,10258,4.99,3/1/2007
21449,469,1,10316,4.99,3/1/2007
21450,469,1,10658,2.99,3/1/2007
21451,469,1,10741,2.99,3/1/2007
21452,469,2,11185,0.99,3/2/2007
21453,469,2,12035,0.99,3/17/2007
21454,469,1,12447,4.99,3/18/2007
21455,469,1,12633,6.99,3/18/2007
21456,469,1,13654,4.99,3/20/2007
21457,469,1,13763,2.99,3/20/2007
21458,469,2,14197,7.99,3/21/2007
21459,469,2,14661,2.99,3/21/2007
21460,469,1,15487,4.99,3/23/2007
21461,469,1,15561,9.99,3/23/2007
21462,469,1,15851,2.99,3/23/2007
21463,470,1,10236,0.99,3/1/2007
21464,470,2,10944,4.99,3/2/2007
21465,470,2,11397,1.99,3/2/2007
21466,470,2,11711,2.99,3/17/2007
21467,470,1,11742,0.99,3/17/2007
21468,470,2,12177,3.99,3/17/2007
21469,470,2,12423,8.99,3/18/2007
21470,470,1,12753,10.99,3/18/2007
21471,470,2,13585,4.99,3/20/2007
21472,470,1,13592,4.99,3/20/2007
21473,470,2,14405,4.99,3/21/2007
21474,471,1,10430,2.99,3/1/2007
21475,471,2,10828,3.99,3/1/2007
21476,471,2,11601,4.99,3/17/2007
21477,471,1,12271,4.99,3/18/2007
21478,471,1,13661,5.99,3/20/2007
21479,471,1,14085,7.99,3/20/2007
21480,471,1,14094,4.99,3/20/2007
21481,471,1,14317,5.99,3/21/2007
21482,471,2,14538,2.99,3/21/2007
21483,471,2,14942,7.99,3/22/2007
21484,471,2,15184,0.99,3/22/2007
21485,471,1,15654,1.99,3/23/2007
21486,472,1,10282,6.99,3/1/2007
21487,472,1,10627,0.99,3/1/2007
21488,472,1,11911,6.99,3/17/2007
21489,472,2,12763,4.99,3/18/2007
21490,472,2,13188,8.99,3/19/2007
21491,472,1,14209,4.99,3/21/2007
21492,472,2,14596,4.99,3/21/2007
21493,472,1,14597,4.99,3/21/2007
21494,472,2,15185,5.99,3/22/2007
21495,472,2,15278,2.99,3/22/2007
21496,473,1,10867,2.99,3/1/2007
21497,473,2,11006,2.99,3/2/2007
21498,473,1,11216,4.99,3/2/2007
21499,473,1,11336,0.99,3/2/2007
21500,473,2,11421,7.99,3/2/2007
21501,473,1,11741,0.99,3/17/2007
21502,473,2,13984,4.99,3/20/2007
21503,473,2,14202,0.99,3/21/2007
21504,473,2,14550,0.99,3/21/2007
21505,473,2,14658,4.99,3/21/2007
21506,473,2,14757,4.99,3/21/2007
21507,473,1,15118,4.99,3/22/2007
21508,473,2,15400,2.99,3/22/2007
21509,473,2,16024,4.99,3/23/2007
21510,474,2,10376,5.99,3/1/2007
21511,474,2,11117,0.99,3/2/2007
21512,474,1,11489,2.99,3/2/2007
21513,474,2,11537,2.99,3/16/2007
21514,474,1,12083,2.99,3/17/2007
21515,474,1,12236,4.99,3/18/2007
21516,474,1,12440,0.99,3/18/2007
21517,474,2,12597,2.99,3/18/2007
21518,474,1,12702,4.99,3/18/2007
21519,474,1,14728,0.99,3/21/2007
21520,474,2,15046,4.99,3/22/2007
21521,474,1,15558,6.99,3/23/2007
21522,475,1,10357,0.99,3/1/2007
21523,475,1,10633,3.99,3/1/2007
21524,475,1,11293,5.99,3/2/2007
21525,475,1,11770,4.99,3/17/2007
21526,475,2,14303,2.99,3/21/2007
21527,475,1,15097,1.99,3/22/2007
21528,475,1,15288,4.99,3/22/2007
