Id thuê,Ngày thuê,Id tài s?n,Id khách hàng,Ngày tr?,Id nhân viên,C?p nh?t cu?i cùng
2475,6/18/2005,889,336,6/21/2005,2,2/16/2006
2476,6/18/2005,3998,334,6/20/2005,1,2/16/2006
2477,6/18/2005,2510,206,6/22/2005,1,2/16/2006
2478,6/18/2005,2798,241,6/24/2005,1,2/16/2006
2479,6/18/2005,1624,408,6/22/2005,1,2/16/2006
2480,6/18/2005,4078,310,6/22/2005,1,2/16/2006
2481,6/18/2005,800,322,6/23/2005,2,2/16/2006
2482,6/18/2005,452,122,6/19/2005,1,2/16/2006
2483,6/18/2005,4225,88,6/25/2005,1,2/16/2006
2484,6/18/2005,1511,515,6/24/2005,2,2/16/2006
2485,6/18/2005,1562,56,6/21/2005,2,2/16/2006
2486,6/18/2005,268,15,6/22/2005,1,2/16/2006
2487,6/18/2005,3683,374,6/23/2005,2,2/16/2006
2488,6/18/2005,1338,403,6/24/2005,2,2/16/2006
2489,6/18/2005,4012,382,6/22/2005,2,2/16/2006
2490,6/18/2005,1934,402,6/19/2005,2,2/16/2006
2491,6/18/2005,1779,316,6/26/2005,1,2/16/2006
2492,6/18/2005,2858,237,6/23/2005,1,2/16/2006
2493,6/18/2005,4121,269,6/27/2005,1,2/16/2006
2494,6/18/2005,1313,434,6/25/2005,1,2/16/2006
2495,6/18/2005,3826,338,6/21/2005,1,2/16/2006
2496,6/18/2005,646,527,6/20/2005,2,2/16/2006
2497,6/18/2005,2327,171,6/26/2005,1,2/16/2006
2498,6/18/2005,2291,74,6/22/2005,1,2/16/2006
2499,6/18/2005,3172,348,6/20/2005,2,2/16/2006
2500,6/18/2005,4241,12,6/26/2005,1,2/16/2006
2501,6/18/2005,1185,450,6/24/2005,2,2/16/2006
2502,6/18/2005,2622,325,6/20/2005,2,2/16/2006
2503,6/18/2005,2486,176,6/23/2005,2,2/16/2006
2504,6/18/2005,1684,452,6/21/2005,2,2/16/2006
2505,6/18/2005,1670,519,6/26/2005,1,2/16/2006
2506,6/18/2005,2308,82,6/25/2005,2,2/16/2006
2507,6/18/2005,3121,325,6/21/2005,1,2/16/2006
2508,6/18/2005,4322,476,6/20/2005,2,2/16/2006
2509,6/18/2005,4469,213,6/20/2005,2,2/16/2006
2510,6/18/2005,3827,384,6/24/2005,1,2/16/2006
2511,6/18/2005,1824,234,6/24/2005,2,2/16/2006
2512,6/18/2005,4515,27,6/21/2005,2,2/16/2006
2513,6/18/2005,3379,515,6/24/2005,2,2/16/2006
2514,6/18/2005,2559,382,6/23/2005,1,2/16/2006
2515,6/18/2005,3213,188,6/22/2005,2,2/16/2006
2516,6/19/2005,2678,87,6/21/2005,2,2/16/2006
2517,6/19/2005,53,74,6/25/2005,1,2/16/2006
2518,6/19/2005,3503,86,6/25/2005,2,2/16/2006
2519,6/19/2005,1172,128,6/25/2005,1,2/16/2006
2520,6/19/2005,4181,446,6/28/2005,1,2/16/2006
2521,6/19/2005,132,92,6/22/2005,1,2/16/2006
2522,6/19/2005,550,579,6/28/2005,1,2/16/2006
2523,6/19/2005,460,89,6/21/2005,2,2/16/2006
2524,6/19/2005,441,465,6/25/2005,2,2/16/2006
2525,6/19/2005,1307,365,6/24/2005,2,2/16/2006
2526,6/19/2005,3309,500,6/28/2005,1,2/16/2006
2527,6/19/2005,387,463,6/20/2005,2,2/16/2006
2528,6/19/2005,1836,331,6/26/2005,2,2/16/2006
2529,6/19/2005,2306,478,6/24/2005,1,2/16/2006
2530,6/19/2005,4166,31,6/23/2005,1,2/16/2006
2531,6/19/2005,768,368,6/22/2005,2,2/16/2006
2532,6/19/2005,1870,26,6/20/2005,1,2/16/2006
2533,6/19/2005,4564,187,6/22/2005,1,2/16/2006
2534,6/19/2005,2540,517,6/23/2005,1,2/16/2006
2535,6/19/2005,901,130,6/28/2005,2,2/16/2006
2536,6/19/2005,4232,163,6/27/2005,1,2/16/2006
2537,6/19/2005,3499,388,6/26/2005,1,2/16/2006
2538,6/19/2005,1287,472,6/25/2005,2,2/16/2006
2539,6/19/2005,4474,527,6/19/2005,2,2/16/2006
2540,6/19/2005,4305,363,6/20/2005,2,2/16/2006
2541,6/19/2005,129,360,6/23/2005,1,2/16/2006
2542,6/19/2005,1446,67,6/26/2005,1,2/16/2006
2543,6/19/2005,1729,58,6/21/2005,2,2/16/2006
2544,6/19/2005,1465,558,6/22/2005,1,2/16/2006
2545,6/19/2005,3237,413,6/20/2005,2,2/16/2006
2546,6/19/2005,971,272,6/23/2005,2,2/16/2006
2547,6/19/2005,4560,162,6/24/2005,2,2/16/2006
2548,6/19/2005,4292,561,6/22/2005,2,2/16/2006
2549,6/19/2005,3854,495,6/26/2005,2,2/16/2006
2550,6/19/2005,1370,38,6/24/2005,1,2/16/2006
2551,6/19/2005,2007,444,6/28/2005,1,2/16/2006
2552,6/19/2005,664,389,6/28/2005,1,2/16/2006
2553,6/19/2005,923,473,6/26/2005,2,2/16/2006
2554,6/19/2005,3916,322,6/25/2005,1,2/16/2006
2555,6/19/2005,260,191,6/25/2005,2,2/16/2006
2556,6/19/2005,125,377,6/23/2005,1,2/16/2006
2557,6/19/2005,4546,257,6/20/2005,1,2/16/2006
2558,6/19/2005,2920,361,6/24/2005,1,2/16/2006
2559,6/19/2005,4433,414,6/28/2005,1,2/16/2006
2560,6/19/2005,3340,309,6/28/2005,1,2/16/2006
2561,6/19/2005,4128,256,6/21/2005,2,2/16/2006
2562,6/19/2005,51,265,6/21/2005,2,2/16/2006
2563,6/19/2005,1935,41,6/23/2005,2,2/16/2006
2564,6/19/2005,4008,408,6/24/2005,1,2/16/2006
2565,6/19/2005,2347,128,6/24/2005,2,2/16/2006
2566,6/19/2005,495,486,6/25/2005,2,2/16/2006
2567,6/19/2005,216,496,6/19/2005,2,2/16/2006
2568,6/19/2005,3032,190,6/24/2005,1,2/16/2006
2569,6/19/2005,30,213,6/26/2005,1,2/16/2006
2570,6/19/2005,1105,5,6/25/2005,1,2/16/2006
2571,6/19/2005,1800,66,6/21/2005,2,2/16/2006
2572,6/19/2005,2449,159,6/23/2005,2,2/16/2006
2573,6/19/2005,3354,563,6/23/2005,1,2/16/2006
2574,6/19/2005,3320,143,6/20/2005,1,2/16/2006
2575,6/19/2005,354,336,6/24/2005,1,2/16/2006
2576,6/19/2005,2928,559,6/28/2005,2,2/16/2006
2577,6/19/2005,447,66,6/28/2005,2,2/16/2006
2578,6/19/2005,1695,267,6/26/2005,2,2/16/2006
2579,6/19/2005,3836,493,6/22/2005,1,2/16/2006
2580,6/19/2005,2527,219,6/23/2005,1,2/16/2006
2581,6/19/2005,376,456,6/23/2005,2,2/16/2006
2582,6/19/2005,201,267,6/26/2005,2,2/16/2006
2583,6/19/2005,3999,523,6/28/2005,1,2/16/2006
2584,6/19/2005,3733,90,6/28/2005,2,2/16/2006
2585,6/19/2005,91,406,6/20/2005,1,2/16/2006
2586,6/19/2005,4104,537,6/27/2005,1,2/16/2006
2587,6/19/2005,2188,331,6/24/2005,2,2/16/2006
2588,6/19/2005,3626,143,6/22/2005,2,2/16/2006
2589,6/19/2005,225,164,6/21/2005,2,2/16/2006
2590,6/19/2005,3572,324,6/20/2005,2,2/16/2006
2591,6/19/2005,4481,438,6/25/2005,1,2/16/2006
2592,6/19/2005,282,208,6/21/2005,1,2/16/2006
2593,6/19/2005,2031,556,6/28/2005,1,2/16/2006
2594,6/19/2005,829,123,6/25/2005,2,2/16/2006
2595,6/19/2005,3197,122,6/25/2005,1,2/16/2006
2596,6/19/2005,2229,80,6/24/2005,1,2/16/2006
2597,6/19/2005,2278,407,6/20/2005,1,2/16/2006
2598,6/19/2005,2079,265,6/24/2005,2,2/16/2006
2599,6/19/2005,461,171,6/27/2005,1,2/16/2006
2600,6/19/2005,469,423,6/28/2005,2,2/16/2006
2601,6/19/2005,2898,98,6/20/2005,1,2/16/2006
2602,6/19/2005,4124,173,6/24/2005,2,2/16/2006
2603,6/19/2005,587,222,6/26/2005,1,2/16/2006
2604,6/19/2005,2889,28,6/25/2005,2,2/16/2006
2605,6/19/2005,2342,38,6/25/2005,1,2/16/2006
2606,6/19/2005,4133,364,6/21/2005,2,2/16/2006
2607,6/19/2005,3922,340,6/25/2005,2,2/16/2006
2608,6/19/2005,1618,132,6/24/2005,1,2/16/2006
2609,6/19/2005,2254,383,6/28/2005,2,2/16/2006
2610,6/19/2005,3845,542,6/25/2005,2,2/16/2006
2611,6/19/2005,3682,301,6/21/2005,1,2/16/2006
2612,6/19/2005,1691,287,6/25/2005,1,2/16/2006
2613,6/19/2005,3830,179,6/21/2005,1,2/16/2006
2614,6/19/2005,4147,145,6/22/2005,1,2/16/2006
2615,6/19/2005,3810,578,6/27/2005,1,2/16/2006
2616,6/19/2005,581,478,6/28/2005,1,2/16/2006
2617,6/19/2005,204,313,6/27/2005,1,2/16/2006
2618,6/19/2005,2465,310,6/24/2005,2,2/16/2006
2619,6/19/2005,1848,350,6/21/2005,2,2/16/2006
2620,6/19/2005,3183,94,6/24/2005,1,2/16/2006
2621,6/19/2005,1746,439,6/28/2005,1,2/16/2006
2622,6/19/2005,1393,573,6/28/2005,2,2/16/2006
2623,6/19/2005,4477,12,6/26/2005,2,2/16/2006
2624,6/19/2005,3071,32,6/27/2005,1,2/16/2006
2625,6/19/2005,3946,25,6/26/2005,2,2/16/2006
2626,6/19/2005,2816,450,6/24/2005,1,2/16/2006
2627,6/19/2005,2779,592,6/24/2005,2,2/16/2006
2628,6/19/2005,3917,3,6/28/2005,2,2/16/2006
2629,6/19/2005,1810,458,6/28/2005,2,2/16/2006
2630,6/19/2005,3904,236,6/25/2005,1,2/16/2006
2631,6/19/2005,3471,39,6/26/2005,1,2/16/2006
2632,6/19/2005,2274,574,6/23/2005,2,2/16/2006
2633,6/19/2005,3462,68,6/20/2005,1,2/16/2006
2634,6/19/2005,3687,318,6/20/2005,2,2/16/2006
2635,6/19/2005,3332,105,6/26/2005,1,2/16/2006
2636,6/19/2005,2102,253,6/25/2005,2,2/16/2006
2637,6/19/2005,2736,327,6/27/2005,2,2/16/2006
2638,6/19/2005,2944,295,6/26/2005,1,2/16/2006
2639,6/19/2005,3971,116,6/21/2005,2,2/16/2006
2640,6/19/2005,721,540,6/20/2005,1,2/16/2006
2641,6/19/2005,231,374,6/22/2005,1,2/16/2006
2642,6/19/2005,2065,4,6/25/2005,1,2/16/2006
2643,6/19/2005,1928,318,6/26/2005,2,2/16/2006
2644,6/19/2005,1923,309,6/27/2005,2,2/16/2006
2645,6/19/2005,2284,181,6/28/2005,2,2/16/2006
2646,6/19/2005,3511,275,6/21/2005,2,2/16/2006
2647,6/19/2005,1954,54,6/22/2005,1,2/16/2006
2648,6/19/2005,1620,31,6/21/2005,2,2/16/2006
2649,6/19/2005,98,153,6/21/2005,1,2/16/2006
2650,6/19/2005,4211,209,6/21/2005,1,2/16/2006
2651,6/19/2005,2181,576,6/27/2005,1,2/16/2006
2652,6/19/2005,3108,589,6/28/2005,1,2/16/2006
2653,6/19/2005,3528,340,6/26/2005,1,2/16/2006
2654,6/19/2005,3697,405,6/27/2005,2,2/16/2006
2655,6/19/2005,1649,29,6/23/2005,1,2/16/2006
2656,6/19/2005,559,280,6/24/2005,2,2/16/2006
2657,6/19/2005,3595,19,6/28/2005,1,2/16/2006
2658,6/19/2005,3281,156,6/24/2005,1,2/16/2006
2659,6/19/2005,66,139,6/23/2005,1,2/16/2006
2660,6/19/2005,4341,221,6/28/2005,1,2/16/2006
2661,6/19/2005,3652,452,6/25/2005,2,2/16/2006
2662,6/19/2005,3936,68,6/20/2005,1,2/16/2006
2663,6/19/2005,1012,583,6/20/2005,1,2/16/2006
2664,6/19/2005,3496,299,6/28/2005,2,2/16/2006
2665,6/19/2005,4531,133,6/26/2005,2,2/16/2006
2666,6/19/2005,1872,454,6/28/2005,1,2/16/2006
2667,6/19/2005,1028,200,6/27/2005,2,2/16/2006
2668,6/19/2005,3127,568,6/24/2005,2,2/16/2006
2669,6/19/2005,2734,523,6/20/2005,1,2/16/2006
2670,6/19/2005,3518,457,6/21/2005,2,2/16/2006
2671,6/19/2005,2164,451,6/26/2005,2,2/16/2006
2672,6/19/2005,1164,420,6/25/2005,2,2/16/2006
2673,6/19/2005,2487,29,6/23/2005,1,2/16/2006
2674,6/19/2005,3744,585,6/20/2005,1,2/16/2006
2675,6/19/2005,3078,230,6/23/2005,1,2/16/2006
2676,6/19/2005,3938,477,6/24/2005,2,2/16/2006
2677,6/19/2005,4384,428,6/21/2005,2,2/16/2006
2678,6/19/2005,4230,258,6/21/2005,2,2/16/2006
2679,6/19/2005,1994,109,6/27/2005,1,2/16/2006
2680,6/19/2005,865,114,6/27/2005,1,2/16/2006
2681,6/19/2005,2704,196,6/21/2005,2,2/16/2006
2682,6/19/2005,3609,538,6/28/2005,1,2/16/2006
2683,6/19/2005,2860,241,6/21/2005,2,2/16/2006
2684,6/19/2005,1225,17,6/28/2005,2,2/16/2006
2685,6/19/2005,1170,283,6/22/2005,1,2/16/2006
2686,6/19/2005,2686,68,6/20/2005,1,2/16/2006
2687,6/19/2005,3152,254,6/23/2005,2,2/16/2006
2688,6/19/2005,4281,309,6/28/2005,2,2/16/2006
2689,6/19/2005,2478,567,6/24/2005,1,2/16/2006
2690,6/19/2005,1381,391,6/27/2005,1,2/16/2006
2691,6/19/2005,3469,242,6/26/2005,1,2/16/2006
2692,6/19/2005,3162,388,6/21/2005,1,2/16/2006
2693,6/19/2005,2570,107,6/27/2005,1,2/16/2006
2694,6/19/2005,380,368,6/24/2005,1,2/16/2006
2695,6/19/2005,190,208,6/24/2005,2,2/16/2006
2696,6/19/2005,2110,597,6/28/2005,2,2/16/2006
2697,6/19/2005,2271,448,6/23/2005,1,2/16/2006
2698,6/19/2005,3900,420,6/20/2005,2,2/16/2006
2699,6/19/2005,72,267,6/24/2005,2,2/16/2006
2700,6/19/2005,928,180,6/27/2005,1,2/16/2006
2701,6/19/2005,1623,29,6/28/2005,2,2/16/2006
2702,6/19/2005,1736,329,6/20/2005,2,2/16/2006
2703,6/19/2005,4080,319,6/28/2005,2,2/16/2006
2704,6/19/2005,2026,246,6/26/2005,2,2/16/2006
2705,6/19/2005,1191,562,6/20/2005,1,2/16/2006
2706,6/19/2005,373,559,6/21/2005,2,2/16/2006
2707,6/19/2005,4486,589,6/27/2005,2,2/16/2006
2708,6/19/2005,2659,541,6/24/2005,2,2/16/2006
2709,6/19/2005,2877,7,6/23/2005,2,2/16/2006
2710,6/19/2005,2965,446,6/21/2005,1,2/16/2006
2711,6/19/2005,3944,313,6/21/2005,1,2/16/2006
2712,6/19/2005,3132,411,6/22/2005,1,2/16/2006
2713,6/19/2005,3979,378,6/20/2005,1,2/16/2006
2714,6/19/2005,2853,81,6/23/2005,2,2/16/2006
2715,6/19/2005,2082,404,6/26/2005,2,2/16/2006
2716,6/19/2005,944,252,6/27/2005,2,2/16/2006
2717,6/19/2005,140,200,6/22/2005,1,2/16/2006
2718,6/19/2005,4443,139,6/26/2005,1,2/16/2006
2719,6/19/2005,1200,336,6/20/2005,2,2/16/2006
2720,6/19/2005,3597,504,6/27/2005,1,2/16/2006
2721,6/19/2005,3786,358,6/21/2005,2,2/16/2006
2722,6/19/2005,952,45,6/25/2005,2,2/16/2006
2723,6/19/2005,4317,277,6/20/2005,1,2/16/2006
2724,6/19/2005,3879,103,6/22/2005,2,2/16/2006
2725,6/19/2005,63,246,6/22/2005,1,2/16/2006
2726,6/19/2005,2970,420,6/21/2005,1,2/16/2006
2727,6/19/2005,3261,129,6/28/2005,1,2/16/2006
2728,6/19/2005,775,408,6/22/2005,2,2/16/2006
2729,6/19/2005,4449,510,6/27/2005,2,2/16/2006
2730,6/19/2005,1264,30,6/28/2005,1,2/16/2006
2731,6/19/2005,4218,138,6/27/2005,2,2/16/2006
2732,6/19/2005,610,386,6/25/2005,2,2/16/2006
2733,6/19/2005,1535,188,6/23/2005,2,2/16/2006
2734,6/19/2005,794,204,6/20/2005,2,2/16/2006
2735,6/19/2005,4550,29,6/22/2005,1,2/16/2006
2736,6/19/2005,4510,359,6/21/2005,1,2/16/2006
2737,6/19/2005,3131,513,6/26/2005,2,2/16/2006
2738,6/19/2005,350,75,6/20/2005,2,2/16/2006
2739,6/19/2005,213,212,6/27/2005,2,2/16/2006
2740,6/19/2005,1534,92,6/28/2005,2,2/16/2006
2741,6/19/2005,1662,36,6/20/2005,1,2/16/2006
2742,6/19/2005,4154,187,6/26/2005,1,2/16/2006
2743,6/19/2005,2611,35,6/23/2005,1,2/16/2006
2744,6/19/2005,4511,368,6/22/2005,2,2/16/2006
2745,6/19/2005,1253,26,6/21/2005,2,2/16/2006
2746,6/19/2005,933,562,6/28/2005,2,2/16/2006
2747,6/19/2005,1374,422,6/24/2005,1,2/16/2006
2748,6/19/2005,511,473,6/21/2005,1,2/16/2006
2749,6/19/2005,1540,358,6/25/2005,2,2/16/2006
2750,6/19/2005,3775,197,6/20/2005,2,2/16/2006
2751,6/19/2005,1291,148,6/25/2005,1,2/16/2006
2752,6/19/2005,386,149,6/22/2005,2,2/16/2006
2753,6/19/2005,2408,23,6/24/2005,1,2/16/2006
2754,6/19/2005,1761,267,6/26/2005,1,2/16/2006
2755,6/19/2005,946,506,6/27/2005,2,2/16/2006
2756,6/19/2005,3264,144,6/26/2005,2,2/16/2006
2757,6/19/2005,3814,243,6/28/2005,1,2/16/2006
2758,6/19/2005,3558,423,6/26/2005,2,2/16/2006
2759,6/19/2005,687,351,6/24/2005,2,2/16/2006
2760,6/19/2005,2602,192,6/26/2005,1,2/16/2006
2761,6/19/2005,2134,431,6/20/2005,2,2/16/2006
2762,6/19/2005,3431,457,6/25/2005,2,2/16/2006
2763,6/19/2005,3096,276,6/21/2005,2,2/16/2006
2764,6/19/2005,1718,479,6/28/2005,2,2/16/2006
2765,6/19/2005,1017,478,6/27/2005,1,2/16/2006
2766,6/19/2005,3421,345,6/23/2005,2,2/16/2006
2767,6/19/2005,4052,596,6/24/2005,1,2/16/2006
2768,6/19/2005,3018,129,6/25/2005,1,2/16/2006
2769,6/19/2005,1222,354,6/26/2005,2,2/16/2006
2770,6/19/2005,3042,533,6/26/2005,2,2/16/2006
2771,6/19/2005,40,262,6/27/2005,1,2/16/2006
2772,6/19/2005,1221,520,6/23/2005,1,2/16/2006
2773,6/19/2005,4155,505,6/28/2005,1,2/16/2006
2774,6/19/2005,2809,299,6/21/2005,2,2/16/2006
2775,6/19/2005,672,590,6/26/2005,1,2/16/2006
2776,6/19/2005,1726,551,6/26/2005,2,2/16/2006
2777,6/19/2005,4092,230,6/20/2005,2,2/16/2006
2778,6/19/2005,3357,422,6/28/2005,1,2/16/2006
2779,6/19/2005,1020,376,6/23/2005,2,2/16/2006
2780,6/19/2005,1513,360,6/28/2005,1,2/16/2006
2781,6/19/2005,1230,197,6/27/2005,2,2/16/2006
2782,6/19/2005,3644,156,6/22/2005,1,2/16/2006
2783,6/19/2005,2778,113,6/21/2005,1,2/16/2006
2784,6/19/2005,2305,289,6/28/2005,1,2/16/2006
2785,6/19/2005,826,137,6/24/2005,2,2/16/2006
2786,6/19/2005,2255,594,6/22/2005,1,2/16/2006
2787,6/19/2005,3371,307,6/22/2005,2,2/16/2006
2788,6/19/2005,1457,171,6/21/2005,1,2/16/2006
2789,6/19/2005,2398,514,6/21/2005,1,2/16/2006
2790,6/19/2005,202,97,6/21/2005,1,2/16/2006
2791,6/19/2005,2174,299,6/22/2005,2,2/16/2006
2792,6/19/2005,3057,437,6/23/2005,1,2/16/2006
2793,6/19/2005,732,419,6/25/2005,2,2/16/2006
2794,6/19/2005,1957,85,6/22/2005,1,2/16/2006
2795,6/19/2005,3694,129,6/28/2005,1,2/16/2006
2796,6/19/2005,2337,209,6/25/2005,2,2/16/2006
2797,6/19/2005,3222,486,6/20/2005,1,2/16/2006
2798,6/19/2005,1343,180,6/23/2005,2,2/16/2006
2799,6/19/2005,4579,576,6/21/2005,1,2/16/2006
2800,6/19/2005,183,146,6/23/2005,1,2/16/2006
2801,6/19/2005,4572,29,6/20/2005,2,2/16/2006
2802,6/19/2005,4067,489,6/21/2005,2,2/16/2006
2803,6/19/2005,103,120,6/27/2005,1,2/16/2006
2804,6/19/2005,88,426,6/25/2005,2,2/16/2006
2805,6/19/2005,2153,80,6/27/2005,2,2/16/2006
2806,6/19/2005,2114,510,6/20/2005,2,2/16/2006
2807,6/19/2005,2825,194,6/25/2005,2,2/16/2006
2808,6/19/2005,65,325,6/27/2005,1,2/16/2006
2809,6/19/2005,1786,44,6/27/2005,2,2/16/2006
2810,6/19/2005,2558,67,6/20/2005,2,2/16/2006
2811,6/19/2005,3890,457,6/22/2005,2,2/16/2006
2812,6/19/2005,3016,211,6/26/2005,1,2/16/2006
2813,6/19/2005,3420,284,6/27/2005,1,2/16/2006
2814,6/19/2005,1783,10,6/26/2005,2,2/16/2006
2815,6/19/2005,3046,27,6/25/2005,2,2/16/2006
2816,6/19/2005,2180,94,6/20/2005,2,2/16/2006
2817,6/19/2005,3476,510,6/24/2005,1,2/16/2006
2818,6/19/2005,2376,497,6/22/2005,2,2/16/2006
2819,6/19/2005,4100,82,6/26/2005,1,2/16/2006
2820,6/19/2005,851,316,6/26/2005,1,2/16/2006
2821,6/19/2005,2551,532,6/27/2005,1,2/16/2006
2822,6/19/2005,3599,48,6/23/2005,1,2/16/2006
2823,6/19/2005,3566,260,6/26/2005,1,2/16/2006
2824,6/19/2005,2878,506,6/29/2005,2,2/16/2006
2825,6/19/2005,2601,418,6/22/2005,1,2/16/2006
2826,6/19/2005,2980,125,6/25/2005,1,2/16/2006
2827,6/19/2005,2745,23,6/20/2005,2,2/16/2006
2828,6/19/2005,3230,526,6/25/2005,1,2/16/2006
2829,6/19/2005,2047,341,6/24/2005,1,2/16/2006
2830,6/19/2005,2080,21,6/21/2005,1,2/16/2006
2831,6/19/2005,4089,468,6/22/2005,2,2/16/2006
2832,6/19/2005,828,593,6/28/2005,1,2/16/2006
2833,6/19/2005,1976,232,6/28/2005,1,2/16/2006
2834,6/19/2005,2876,122,6/24/2005,1,2/16/2006
2835,6/19/2005,4411,89,6/26/2005,2,2/16/2006
2836,6/19/2005,1453,306,6/27/2005,2,2/16/2006
2837,6/19/2005,417,371,6/20/2005,1,2/16/2006
2838,6/19/2005,143,292,6/25/2005,1,2/16/2006
2839,6/19/2005,3856,256,6/23/2005,2,2/16/2006
2840,6/19/2005,1102,236,6/26/2005,2,2/16/2006
2841,6/19/2005,614,193,6/28/2005,1,2/16/2006
2842,6/19/2005,4183,217,6/22/2005,2,2/16/2006
2843,6/19/2005,1520,148,6/26/2005,2,2/16/2006
2844,6/19/2005,4452,178,6/24/2005,2,2/16/2006
2845,6/19/2005,3948,583,6/23/2005,1,2/16/2006
2846,6/19/2005,651,193,6/22/2005,1,2/16/2006
2847,6/19/2005,1247,148,6/27/2005,2,2/16/2006
2848,6/19/2005,3449,19,6/25/2005,1,2/16/2006
2849,6/19/2005,3628,283,6/25/2005,1,2/16/2006
2850,6/19/2005,206,262,6/28/2005,2,2/16/2006
2851,6/19/2005,2168,361,6/22/2005,1,2/16/2006
2852,6/19/2005,2695,453,6/26/2005,1,2/16/2006
2853,6/19/2005,2578,453,6/28/2005,2,2/16/2006
2854,6/19/2005,4453,81,6/23/2005,2,2/16/2006
2855,6/19/2005,3495,483,6/26/2005,1,2/16/2006
2856,6/19/2005,1859,210,6/23/2005,1,2/16/2006
2857,6/19/2005,2886,364,6/25/2005,2,2/16/2006
2858,6/19/2005,2628,268,6/21/2005,1,2/16/2006
2859,6/19/2005,126,147,6/20/2005,1,2/16/2006
2860,6/19/2005,3045,107,6/21/2005,1,2/16/2006
2861,6/19/2005,1489,116,6/26/2005,1,2/16/2006
2862,6/19/2005,4260,52,6/23/2005,2,2/16/2006
2863,6/19/2005,2410,228,6/23/2005,2,2/16/2006
2864,6/20/2005,1056,493,6/26/2005,2,2/16/2006
2865,6/20/2005,1569,10,6/21/2005,1,2/16/2006
2866,6/20/2005,2718,44,6/20/2005,1,2/16/2006
2867,6/20/2005,95,483,6/23/2005,1,2/16/2006
2868,6/20/2005,1213,214,6/25/2005,2,2/16/2006
2869,6/20/2005,1331,155,6/24/2005,2,2/16/2006
2870,6/20/2005,214,467,6/28/2005,1,2/16/2006
2871,6/20/2005,1731,443,6/29/2005,1,2/16/2006
2872,6/20/2005,3779,240,6/26/2005,1,2/16/2006
2873,6/20/2005,3321,160,6/25/2005,1,2/16/2006
2874,6/20/2005,331,166,6/28/2005,2,2/16/2006
2875,6/20/2005,3012,186,6/25/2005,2,2/16/2006
2876,6/20/2005,3117,39,6/23/2005,1,2/16/2006
2877,6/20/2005,485,267,6/24/2005,1,2/16/2006
2878,6/20/2005,4120,88,6/21/2005,2,2/16/2006
2879,6/20/2005,1920,583,6/28/2005,2,2/16/2006
2880,6/20/2005,1700,193,6/23/2005,2,2/16/2006
2881,6/20/2005,1391,307,6/26/2005,1,2/16/2006
2882,6/20/2005,205,152,6/21/2005,1,2/16/2006
2883,6/20/2005,585,320,6/28/2005,1,2/16/2006
2884,6/20/2005,3384,319,6/21/2005,2,2/16/2006
2885,6/20/2005,2701,330,6/22/2005,1,2/16/2006
2886,6/20/2005,1755,154,6/23/2005,2,2/16/2006
2887,6/20/2005,1073,453,6/25/2005,2,2/16/2006
2888,6/20/2005,468,7,6/22/2005,2,2/16/2006
2889,6/20/2005,151,213,6/23/2005,1,2/16/2006
2890,6/20/2005,3437,392,6/27/2005,1,2/16/2006
2891,6/20/2005,343,32,6/25/2005,1,2/16/2006
2892,6/20/2005,2993,430,6/21/2005,2,2/16/2006
2893,6/20/2005,397,153,6/26/2005,2,2/16/2006
2894,6/20/2005,4316,76,6/22/2005,1,2/16/2006
2895,6/20/2005,4445,141,6/27/2005,2,2/16/2006
2896,6/20/2005,1086,40,6/26/2005,2,2/16/2006
2897,6/20/2005,3464,107,6/25/2005,1,2/16/2006
2898,6/20/2005,3106,178,6/29/2005,2,2/16/2006
2899,6/20/2005,1919,459,6/23/2005,1,2/16/2006
2900,6/20/2005,3407,294,6/27/2005,2,2/16/2006
2901,6/20/2005,667,25,6/23/2005,2,2/16/2006
2902,6/20/2005,2787,304,6/26/2005,1,2/16/2006
2903,6/20/2005,3580,53,6/25/2005,2,2/16/2006
2904,6/20/2005,2195,55,6/21/2005,2,2/16/2006
2905,6/20/2005,3898,189,6/24/2005,2,2/16/2006
2906,6/20/2005,1087,58,6/23/2005,2,2/16/2006
2907,6/20/2005,2516,208,6/20/2005,2,2/16/2006
2908,6/20/2005,517,91,6/22/2005,1,2/16/2006
2909,6/20/2005,1701,451,6/25/2005,2,2/16/2006
2910,6/20/2005,630,57,6/28/2005,1,2/16/2006
2911,6/20/2005,3645,502,6/22/2005,1,2/16/2006
2912,6/20/2005,1076,196,6/21/2005,1,2/16/2006
2913,6/20/2005,3456,402,6/23/2005,1,2/16/2006
2914,6/20/2005,2419,342,6/25/2005,2,2/16/2006
2915,6/20/2005,1293,262,6/24/2005,2,2/16/2006
2916,6/20/2005,3086,590,6/27/2005,2,2/16/2006
2917,6/20/2005,647,451,6/24/2005,1,2/16/2006
2918,6/20/2005,1985,215,6/21/2005,1,2/16/2006
2919,6/20/2005,2835,509,6/27/2005,1,2/16/2006
2920,6/20/2005,487,588,6/26/2005,2,2/16/2006
2921,6/20/2005,1785,59,6/28/2005,1,2/16/2006
2922,6/20/2005,1671,176,6/22/2005,2,2/16/2006
2923,6/20/2005,109,29,6/21/2005,1,2/16/2006
2924,6/20/2005,580,132,6/21/2005,1,2/16/2006
2925,6/20/2005,804,301,6/22/2005,2,2/16/2006
2926,6/20/2005,1055,379,6/26/2005,1,2/16/2006
